,minimum,maximum
TO1000258_PLAS__plas,0.0,0.0
R05069__chlo,0.0007975103019734354,0.0007975103019747868
R00105__cytop,0.0,0.0
R01395__cytop,0.0045432290946600925,0.00454322909466325
EX_C07073__dra,0.0,0.0
R00275__mito,0.2565336923319085,0.514445073955117
R03991__mito,0.0,0.0
EX_C00116__dra,0.0,2.0271107737051982e-15
R09442__cytop,0.0,0.0
R01351__cytop,0.0,0.0
R03330__cytop,0.0,0.0
RXN_21831__e_r_,0.0,7.239681334661421e-17
R09420__cytop,0.0,0.0
R07890__pero,0.0,0.0
R05441__cytop,0.0,0.0
R02832__cytop,0.0,0.0
R01185__golg,0.0,0.0
R04638__cytop,1.963821783003632e-06,1.96382178315123e-06
TO3000351_CHLO__chlomem,0.0,0.0
R09365__cytop,0.0,0.0
R08249__extr,0.0,0.0
R02199__mito,0.0,1.3514071824701687e-15
R01018__cytop,0.0,0.0
R04035__cytop,0.0005690174903267574,0.000569017490327244
T_L_Leucine__chlomem,0.0,0.0
R02737__cytop,0.0,1.0135553868525983e-15
R00342__pero,-3.106039867586141e-32,3.6856559521912943e-16
R03503__cytop,0.0,2.0271107737052006e-15
R08249__cytop,0.0,0.0
R05070__chlo,0.0007975103019734354,0.0007975103019747867
R03636__cytop,0.0,0.0
DM_photon450__chlo,0.0,0.7621811627121863
R00967__nucl,0.0,0.0
R02558__vacu,0.0,0.0
R01716__cytop,1.963821783002905e-06,1.96382178315123e-06
EX_C05143__dra,0.0,0.0
TI3001537_PLAS__plas,0.0,1.9938794495460993e-16
R00289__cytop,0.006699515914019989,0.006699515914029394
R02094__cytop,0.002439980281849363,0.0024399802818513903
TO0000367_PLAS__vacmem,0.0,0.0
R04391__mito,0.0,0.0
R01547__nucl,0.0,0.0
R02558__e_r_,0.0,0.0
R08286__cytop,0.0,0.0
T_MAL_L__permem,5.0883410460962345e-20,0.0
R07084__chlo,0.0,0.0
R01132__cytop,0.0,-2.5946838312709525e-14
R08409__chlo,3.2774188370568145,3.46080881779834
R11010__e_r_,0.0,0.0
R08270__e_r_,0.0,0.0
R00366__cytop,0.0,0.0135395240194338
R05988__golg,0.0,0.0
R04171__cytop,0.0,0.0
R05692__cytop,0.0,2.003570387501825e-05
R02940__mito,0.0,0.0
T_L_Histidine__chlomem,0.0,0.0
R07765__mito,0.0,0.0
R04143__pero,0.0,0.0
R01092__cytop,0.0,0.0
R11098__mito,0.0,0.0
R02569__mito,0.0,0.0557132160473173
R01658__cytop,0.0,0.0
R03026__chlo,0.0,0.0
R01070__cytop,-0.054376134149811295,-0.0414905583069621
R04739__mito,0.0,0.0
R02661__mito,0.0,-2.873686707587074e-14
R00619__cytop,1.05971374164569e-06,1.0597137392220988e-06
T_Aminoimidazole_ribotide__chlomem,1.05971374164569e-06,1.0597137392220988e-06
TO1003193_PLAS__plas,0.0,0.0
TR0000049_CHLO__chlomem,0.08658804218083743,0.127135314283292
R03970__cytop,0.0,0.0
T_CoA_V1__mitmem,0.0,1.6672216039545398e-17
R04972__cytop,0.0,0.0
EX_C01594__dra,0.0,0.0
R09538__cytop,0.0,-1.9463966796992252e-14
R04420__pero,0.0,0.0
R01890__cytop,0.00012404487641382462,0.00012404487639436064
R02988__cytop,0.0,0.0
R04956__mito,0.0,0.0
R07602__mito,0.0,2.471414521616926e-32
R03658__cytop,0.0010245497825598197,0.0010245497825597876
R10035__extr,0.0,0.0
R01547__mito,0.0,0.0
RXN_12753__mito,0.0,0.005496296888376581
T_Farnesyl_diphosphate_V1__ermem,0.0,-1.3900497471297259e-15
EX_C00221__dra,0.0,0.0
R00430__mito,0.0,0.0635198987019833
R01392__chlo,0.0,0.0
R01108__chlo,0.0,0.0238026269687544
R07895__pero,0.0,0.0
R04738__pero,7.466748476100272e-17,0.0
R03337__mito,5.220477750406648e-07,5.220477750559456e-07
T_L_Lysine_V1__mitmem,0.0,0.0
R03479__cytop,0.0,0.0
R05884__chlo,0.0,0.005718588531568963
R04958__chlo,0.0,0.01004552952674418
R04109__chlo,0.008053839305528169,0.00805383930552804
R01518__mito,-0.155538074411936,0.040603454251226884
R08190__cytop,0.0,0.0
R03596__chlo,0.0,0.0
TO1100105_PLAS__plas,0.0,8.667871705044208e-16
R01325__mito,0.033116514178456985,0.129277311128531
EX_C04233__dra,0.0,0.0
R02240__e_r_,0.0,2.889290568347971e-16
T_Ammonia_V5__nucmem,0.0,0.0
R10074__mito,0.0,1.444645284173972e-16
R00483__cytop,0.0005945659245500015,0.0005945659245471793
R01361__pero,0.0,0.0
R07763__mito,0.0,0.0
R01890__nucl,0.0,0.0
TI3000049_E_R___ermem,7.79193184835217e-17,9.630968561159934e-17
R00999__mito,0.0,0.0
R07459__chlo,1.0597137416456902e-06,1.0597137416456909e-06
R08192__mito,0.0,0.0
R02473__mito,1.8449403257307916e-06,1.8449403272077128e-06
R04558__cytop,0.0005690174903267574,0.0005690174903267577
T_ACATN__ermem,0.0,0.0
R00245__cytop,0.0,2.7106574036287174e-15
R01011__cytop,0.0,4.951914571805075e-15
R01333__cytop,1.9638217830034505e-06,1.9638217833632743e-06
R02088__cytop,0.0,0.0
R03457__cytop,0.0005690174903267574,0.0005690174903267619
R04953__chlo,0.010045529526745627,0.010045529526745596
R03401__pero,0.0,0.0
EX_C00062__dra,0.0,0.0
PKS_C184__cytop,0.0,7.074163674007237e-16
R05333__e_r_,0.0,0.0
EX_C00392__dra,0.0,0.0
R01234__cytop,3.3939765800455655e-16,4.951914571805077e-15
T_beta_Alanine__mitmem,1.8449403257307914e-06,1.844940325965189e-06
R09418__e_r_,0.0,0.0
R11644__e_r_,0.0,0.0
R04867__cytop,0.0,8.73867277377379e-16
R00026__chlo,0.0,0.0
R08162__chlo,0.0016045375777090547,0.0016045375777084113
TR2000102_PLAS__chlomem,0.057392428613524234,0.155538074411936
R07108__mito,0.0,0.0
R01512__chlo,2.000101044256815,2.043400320266794
TR0003387_PLAS__plas,-8.09118262576471e-16,0.0
R02814__chlo,0.0007949365220683473,0.0007949365220704329
TR0000047_PLAS__chlomem,-9.336506796485568e-06,-9.336506796537106e-06
R07394__nucl,0.0,0.0
R02975__cytop,0.0,0.0
R12570__e_r_,0.0,0.0
R00217__cytop,0.0,3.2050021545171566e-15
T_Anthranilate__chlomem,0.0,0.0
R07939__e_r_,0.0,6.104766008604044e-16
R00548__extr,0.0,0.0
R04944__cytop,0.0,0.0
R07603__mito,0.0,2.848890804015306e-15
R07393__nucl,0.0,0.0
TI3000720_PLAS__plas,0.0,4.273336206022799e-15
R06962__chlo,0.0,0.0
R12428__mito,6.286825255561556e-22,3.143412627780778e-22
R04966__cytop,0.0,4.93077254541082e-16
R07893__mito,0.0,0.0
R00031__cytop,0.0,0.0
R03650__chlo,0.0,0.0
R02503__chlo,0.0,0.0
R02499__e_r_,0.0,0.0
R07604__mito,0.0,2.8488908040153062e-15
R00093__mito,0.0,0.0
PKS_C205__cytop,-9.467194427740114e-49,7.12222701003777e-16
R10040__chlo,0.0,0.0
R03361__cytop,0.0,5.5362064628044804e-17
R08220__cytop,0.0,0.0
R07236__chlo,0.0,0.0
TO1100100_PLAS__plas,0.0,0.0
R01049__cytop,0.013753053858394771,0.015514078896823809
TR0000532_PLAS__plas,0.0,0.19842936728278673
R05590__cytop,0.0,0.0
R04231__mito,1.8449403257401187e-06,1.8449403259491974e-06
R02722__chlo,0.0,0.0002994322546865582
TO1103193_PLAS__plas,0.0,0.0
R00418__cytop,0.0,0.0
R08163__chlo,0.004510506198999899,0.004510506199000485
R04208__cytop,0.006691944885145748,0.006691944885144879
R04780__cytop,0.0,-4.17724798713847e-14
R00562__pero,0.0,0.0
R08198__mito,-0.00446780790020639,0.0
TO1100314_PLAS__plas,0.0,0.0
R06963__chlo,0.0,0.0
R02497__e_r_,0.0,0.0
R02022__cytop,0.0,0.0029081337513309903
R03370__chlo,0.000794936522069998,0.0007949365220700915
R02295__cytop,-1.758716119606993e-15,-2.0886239935692275e-14
R06261__e_r_,0.0,0.0
TO1001605_PLAS__plas,0.0,0.0
R00647__cytop,0.0,2.559080598481121e-06
R02610__e_r_,0.0,0.0
R01664__cytop,0.0,0.0
R05454__cytop,0.0,0.0
R03186__mito,0.0,0.0
R01186__golg,0.0,0.0
R07069__e_r_,0.0,0.0
R07674__chlo,0.0,0.0
R04673__chlo,0.00014330260507004937,0.000654207696903386
R01920__cytop,0.0,0.0
R04014__chlo,0.0,0.0
R02057__e_r_,3.579022195763695e-05,3.5790221943712785e-05
R00669__cytop,0.0,0.0
R01175__mito,0.0,0.0
R08551__e_r_,0.0,-5.967497124483529e-15
R02003__chlo,0.0014282446082902406,0.001428244608287421
R01829__mito,0.0,0.0
TI3000295_ERMEM__ermem,0.0,-4.837266118274243e-16
R08161__chlo,0.001604537577707937,0.0016045375777077122
R03469__nucl,0.0,8.95558850914608e-21
EX_C00954__dra,0.0,0.0
R02038__cytop,3.579022195763696e-05,3.5790221943712785e-05
R00529__chlo,0.0,0.007932961173978837
TO1000448_PLAS__plas,0.0,0.0
R00968__nucl,0.0,0.0
R07109__mito,0.0,0.0
R00402__cytop,0.0,0.0132584539030115
R04952__chlo,0.010045529526743077,0.010045529526744127
R03077__cytop,0.0,0.0
R01206__cytop,0.0,0.0
R07024__cytop,0.0,0.0
R02016__cytop,0.01168316293707949,0.011683162937068765
R07002__cytop,0.0,-2.1513799972601558e-15
R06260__e_r_,0.0,0.0
EX_C20835__dra,0.0,0.0
R00590__chlo,0.0,0.0053020215349810764
R12168__e_r_,0.0,0.0
T_beta_D_Glucose__ermem,0.0,0.0
R00529__cytop,0.0009527165388709167,0.0009527165388504306
R01321__e_r_,0.00012404487641382464,0.00012404487641235926
R01430__pero,0.0,0.0
T_CO2_V2__mitmem,-0.5071430838664344,-0.3556111603042763
R03534__mito,0.0,0.00446780790020639
R02102__cytop,-1.2244645198394065e-14,0.0
RXN_12754__mito,0.0,0.005496296888376581
R03005__cytop,1.2837856634785614e-06,1.2837856608750257e-06
R00974__cytop,0.0,0.0
T_CDP_ethanolamine__ermem,3.579022195763695e-05,3.5790221956809284e-05
R09833__cytop,0.0,0.0
R04739__pero,0.0,-5.959191665808672e-17
EX_C18870__dra,0.0,1.2580698917262869e-46
R03026__pero,1.3785385399389652e-30,1.3693129966721773e-32
R00650__cytop,0.0,-1.2414982637101476e-15
R02739__cytop,-0.04458169166153358,0.04489488540655185
R01836__cytop,0.0,0.0
R08232__cytop,0.0,0.0
R08093__pero,0.0,0.0
T_CIT__permem,0.0,-2.329505797058632e-31
R02683__chlo,0.0,0.0
TO1000107_PLAS__plas,-2.941403360413121e-15,0.0
EX_C01327__dra,0.0,-4.965993054840519e-16
R00287__cytop,0.0,-2.4829965274202846e-15
R01710__cytop,0.0,0.0
R02613__cytop,0.0,0.0
R10053__cytop,0.0,2.5590805984812823e-06
R06262__e_r_,0.0,0.0
R04968__chlo,0.009932107002948803,0.009932107002949733
R03660__mito,0.0,0.0
T_NADth__chlomem,0.009035740922824118,0.07984829505868009
R00945__mito,-0.0003197205221558519,-0.00031972052214213943
R07091__e_r_,0.0,0.0
R03293__cytop,0.0,0.0
TO0000182_PLAS__vacmem,0.0,0.0
TO0000082_PLAS__ermem,0.0,0.0
T_ASPSAth__chlomem,-0.0010882903641137958,-0.001088290364109856
R02662__mito,0.0,-3.944478017701432e-15
TO0000080_PLAS__ermem,0.0011618647997149872,0.0011618647997211616
R01001__cytop,0.0,-1.9722390088507212e-15
R05577__chlo,0.0,0.0
R00235__cytop,0.0,-4.601891020651679e-15
R04963__mito,0.0,0.0
EX_C00001__dra,-2.09498454156969,-1.2657546987827035
R00485__cytop,0.0,3.3879764018992806e-15
R01512__cytop,-0.12654200966650747,-0.10267588622814469
T_Hydrogen__plas,0.560525248666929,0.9991439131520108
R01251__cytop,0.0014536841583332814,0.0014536841583336442
R00746__cytop,-0.0162881928386284,-0.016288192838626828
R03024__cytop,0.0,0.0
R01085__mito,0.0,0.0
R04469__chlo,0.00010791187817198372,0.00010791187817198399
R07024__e_r_,0.0,0.0
R07999__cytop,0.0,0.0
R09281__pero,0.0,0.0
R10707__chlo,0.010045529526744378,0.01004552952674527
EX_C07086__dra,0.0,0.0
R09955__e_r_,0.0,0.0
EX_C00123__dra,0.0,0.0
R12461__cytop,-1.560544121841857e-15,1.8496580339108549e-16
EX_C00099__dra,0.0,0.0
T_ACCOAtm__mitmem,-0.0015972590716468,0.0015972590716468
R07672__cytop,0.0,0.0
R10116__cytop,0.0,0.0
R06875__nucl,-5.88057862825678e-17,0.0
R01385__cytop,0.0,0.0
R04671__e_r_,0.0,0.0
R02472__mito,1.8449403257493046e-06,1.8449403257944832e-06
R10710__cytop,0.0,0.0
T_NADPH__ermem,0.030394526999656505,0.030394526999662493
R07316__mito,0.0,0.0
R11059__e_r_,0.0008682704508278219,0.0008682704508284651
EX_C18021__dra,0.0,0.0
R00927__pero,-8.212351790081392e-16,0.0
R00214__mito,0.0,0.0122987363934392
R11100__chlo,0.0,0.005302021535049853
R02142__mito,0.0,1.9041411388410837e-15
R03348__cytop,1.2837856634619109e-06,1.2837856637391863e-06
R05636__chlo,0.005719648245311511,0.00571964824531286
R09845__e_r_,0.0,0.0
R09844__cytop,0.0,0.0
R00390__e_r_,0.0027835533121844365,0.002783553312194951
R01195__chlo,2.1391565011700453,2.28209303243086
T_Acetate__chlomem,0.04960955793392838,0.0496095579339404
EX_C00681__dra,0.0,0.0
R03778__pero,-1.6395906103819126e-15,0.0
TR0000243_PLAS__chlomem,0.03413406808800894,0.034134068088038615
R03509__chlo,0.00029943225468655605,0.0002994322546865569
R07113__e_r_,0.0,0.0
R09138__cytop,0.0,0.0
R00589__cytop,0.0,1.9933608445279945e-15
R00369__pero,-0.0390629671709622,0.0390629671709622
TO1001257_PLAS__plas,0.0,0.0
R09405__e_r_,0.0,0.0
R00578__cytop,0.0,1.993360844527989e-15
T_CMP_V1__mitmem,-7.830159177660468e-18,2.6201689264845895e-18
R00851__chlo,0.0,1.9934991933180755e-15
R01061__cytop,0.10267588622813371,0.12654200966648996
R02527__pero,0.0,0.0
R01799__e_r_,3.235145644391745e-05,3.235145644368326e-05
TZ2900025_PLAS__plas,0.0,0.0
R06516__e_r_,0.0,0.0
R01334__chlo,0.004624821079179155,0.0057203319446936
R02100__chlo,0.0,0.007932961173946347
R04957__cytop,0.0,-6.055787683282039e-15
T_5_Methylthioadenosine__mitmem,1.8448093212534565e-06,1.8448093212534028e-06
R12184__mito,0.0,0.0
R07492__e_r_,0.0,0.0
TO1000084_PLAS__plas,-2.335287378314357e-15,0.0
R03005__nucl,-3.727073146735774e-16,0.0
EX_C00561__dra,0.0,0.0
R00900__cytop,0.0,0.0
R05286__mito,0.0,0.0
R04959__chlo,0.0,0.010045529526743431
R00694__cytop,-9.341149513257384e-15,0.0
R00026__extr,0.0,0.0
R03260__cytop,0.0,-1.8167363049846156e-14
R00183__cytop,0.0,-1.8167363049846184e-14
T_CO2__plas,0.5289287854540438,0.5420655718814561
TR2000061_PLAS__chlomem,-0.155538074411936,-0.13167195097369827
R00194__cytop,0.0,0.0
R01868__mito,0.006490807697258778,0.0064908076972585846
R07046__chlo,0.0,0.0
R02251__e_r_,0.0004598237127510517,0.00045982371273307264
T_SLC25A17_V4__permem,0.0,0.0
R09877__cytop,0.0,0.0
R02777__cytop,0.0,0.0
R08179__cytop,0.002772987567931776,0.002772987567931109
R07054__e_r_,0.0,0.0
R01699__mito,0.0,0.055713216047317306
R00221__mito,0.0,-2.046387427263685e-14
R03013__cytop,0.0005690174903267555,0.0005690174903219925
R09654__chlo,3.499310089195854e-18,0.00021056187912615195
R01334__pero,2.483834606535039e-16,0.0
R02247__cytop,0.0,0.0
R06601__mito,0.0,0.0
R02352__cytop,0.0,0.0
TO0000184_PLAS__vacmem,0.0,0.0
R02527__chlo,0.0,0.0
R05718__cytop,0.0,0.0
R07894__pero,0.0,0.0
T__GlcNAc_2_Man_5_Asn_1_V1__plas,0.0,0.0
R07933__e_r_,0.0,0.0
R01714__chlo,0.001607059271784904,0.0016070592717730386
R00713__mito,0.0,-2.3824703526836327e-14
T_G00012_V1__golmem,0.0,0.0
R06734__cytop,0.0,0.0
R08235__cytop,0.0,0.0
R01529__chlo,-0.217779261900021,0.217779261900021
R06284__chlo,0.0010059988303532275,0.0010059988303531971
R00235__chlo,0.024804778966956875,0.0248047789669702
R01187__cytop,3.491053704240215e-05,3.4910537042142266e-05
R03183__e_r_,0.0,0.0
EX_C00033__dra,0.0,0.0
R04544__chlo,0.009932107002950566,0.009932107002948125
PRISM_growth_room__extr,0.0,1.0
TI3000031_PLAS__plas,0.0,-9.926959802848282e-15
R02814__cytop,0.0,-2.205991067299605e-15
R03276__mito,-0.03282356805010991,-9.926880952866238e-15
R07675__cytop,4.579005004228723e-16,0.0
R02735__chlo,0.0010245497825598154,0.0010245497825498932
R00842__chlo,-5.210314667771649e-05,-5.210314667863256e-05
R12595__cytop,0.0,0.0
EX_C00270__dra,0.0,0.0
R04867__nucl,0.0,0.0
R02989__cytop,0.0,0.0
EX_C00965__dra,0.0,0.0
R07916__chlo,0.0,0.0002105618791261518
RXN_21830__e_r_,0.0,-6.847082206051863e-16
R00551__mito,0.0,0.0
R00226__chlo,0.0008577201949390033,0.0011775779546372
R10508__chlo,0.0,0.0
R00497__chlo,1.4665645607232734e-06,1.466564560723235e-06
R01411__cytop,0.0,0.0
R12205__e_r_,0.0032276556740471977,0.0032276556740464713
T_Oxygen_V1__chlomem,-1.7140932907556687,-1.5996911842815442
T_5_10_Methylenetetrahydrofolate__chlomem,0.0,0.0
R02029__e_r_,0.0,0.0
R03990__mito,0.0,0.0
TI3000878_PLAS__plas,0.0,-4.907244766822069e-15
R04537__chlo,0.010045529526746208,0.010045529526744677
T_UDPGA__chlomem,0.0003917955374585496,0.00039179553745854654
R00328__cytop,0.0,-4.907244766822067e-15
RXN_14484__e_r_,0.0003412453007976826,0.00034124530079766694
R04946__cytop,1.2092177893106282e-18,-1.4716180495910346e-15
e_FreeFattyAcid__cytop,0.0028152300955144,0.002815230095514271
R00089__cytop,0.0,-4.826798131300376e-16
R10119__chlo,0.0,0.0
TO1000154_PLAS__plas,0.0,0.0
ATPm__cytop,0.0,-4.907244766822071e-15
T_3_Methyl_2_oxobutanoic_acid__chlomem,0.0009581019891520498,0.0021963891607610533
R05756__cytop,0.0,-1.4721734300466219e-15
R07045__e_r_,0.0,0.0
R02412__chlo,0.001607059271784885,0.0016070592717891243
R00045__cytop,0.0,0.0
R02016__mito,0.0,0.0117353678938794
R01007__cytop,0.0,0.0
R04748__mito,0.0,0.0
R10116__mito,1.8448093212542964e-06,1.8448093234257117e-06
R04859__cytop,0.0,0.0
R08240__cytop,0.0,0.0
TO0000249_PLAS__vacmem,0.0,0.0
R00996__chlo,0.0007975103019734354,0.0007975103019782626
R02405__mito,0.0,0.0
R03269__mito,1.8449403257340017e-06,1.8449403260621964e-06
EX_C00189__dra,0.0,0.0
R01025__mito,0.0,0.0
R00895__mito,0.0,1.448169978481876e-14
R01137__chlo,0.0,0.0
R01184__cytop,2.5590805984848424e-06,2.5590806021017167e-06
T_Superoxide__mitmem,-0.23448106830621207,7.952391981349569e-17
R08279__cytop,0.0,0.0
R00465__pero,0.0,0.0
R01373__chlo,0.0,0.0013056631953212757
R04741__pero,0.0,1.1633601717929528e-15
T_Ammonia_V1__chlomem,-0.1057293783167429,-0.063943819042658
R03283__chlo,0.0,0.0
R04954__cytop,7.365220053159492e-15,1.4274227649856097e-15
EX_C07447__dra,0.0,0.0
R06282__chlo,0.0,0.0010059988303532453
R09823__mito,0.0,0.0
R10548__cytop,0.0,0.0
ATP_Synthase__mitmem,-0.04607122123704393,0.271338669289219
TI3000297_PLAS__plas,0.0,-3.1665209659712773e-15
R07093__cytop,0.0,-4.691142171809283e-16
R01830__cytop,0.013854543313090653,0.013854543313090124
R08980__e_r_,0.0,0.0
R00704__pero,0.0,0.0
TE_2__cytop,0.0,-4.523600389927528e-16
R00156__cytop,0.010378873005542385,0.028329086891459826
R00802__cytop,0.0,0.0
DM_photon298__cytop,6.076296852231642e-17,0.0321561731
R01602__cytop,-0.00981902571522101,0.00981902571522118
R09281__chlo,0.0,0.0
R00575__cytop,0.0,-3.1829802943007957e-15
R08381__cytop,0.0,0.0
R04163__e_r_,0.0,0.0
R01926__cytop,4.413283695799615e-17,-1.0609934314335984e-15
R07460__chlo,1.0597137416471962e-06,1.0597137416456847e-06
R08093__chlo,0.0,0.0
R08601__cytop,0.0,0.0
TO0000277_PLAS__vacmem,0.0,0.0
R07052__e_r_,0.0,0.0
R03956__cytop,0.0,0.0
R06986__golg,0.0,0.0
EX_C18060__dra,0.0,0.0
R01416__mito,0.0,0.0
R01026__extr,0.0,0.0
R07505__e_r_,0.0,0.0
R03662__cytop,0.0018270546307122936,0.0018270546307122843
R01183__mito,0.0,0.0
R07050__chlo,0.0,0.0
EX_C00263__dra,0.0,0.0
R00959__chlo,0.0003917955374603116,0.0003917955374585475
R01728__cytop,0.0,-9.546892062297848e-15
R00734__chlo,5.999719067179295e-07,5.999719068380686e-07
R04241__mito,0.0,0.0
R03869__chlo,0.0,0.0
R00009__pero,0.0,0.0739109616188732
R09977__chlo,0.0,1.0597137416456845e-06
R03459__chlo,2.7589310182743248e-06,2.7589310182684493e-06
TO1000128_PLAS__plas,0.0,0.0
R09407__e_r_,0.0,0.0
R01769__cytop,0.0,-3.1822973540991896e-15
R07034__cytop,0.0,0.0
TO1100724_PLAS__plas,0.0,0.0
T_Octadecenoic_acid__chlomem,0.0007949365220708067,0.0007949365220703776
R10492__chlo,0.0,0.0
R01496__e_r_,0.0,0.0
R00586__cytop,0.004667977306510905,0.00864903922791106
R07003__cytop,0.0,0.0
R01352__cytop,0.0,0.0
EX_C18796__dra,0.0,0.0
TO0000311_PLAS__vacmem,0.0,0.0
R10056__cytop,2.060685390929344e-15,4.0003095850395156e-16
R04065__cytop,0.0,0.0
R04743__pero,0.0,2.6409810852687896e-16
R06893__mito,0.0,0.0
T_all_trans_Nonaprenyl_diphosphate_V1__mitmem,5.220477750559539e-07,5.220477750559558e-07
R05861__cytop,0.0,2.2668420981890467e-15
R05981__e_r_,0.0,0.0
R02549__cytop,0.0,0.0
R07064__cytop,0.0,9.745201468120107e-17
R10709__chlo,5.999719067179294e-07,5.999719068389129e-07
Cytochrome_C_Reductase__mitmem,0.0,0.1492196229144033
R04326__cytop,0.006691944885181806,0.006691944885145686
R00589__mito,0.0,1.953988299944586e-15
R09450__mito,0.0,0.0
R05071__cytop,0.0,0.0
R04740__mito,0.0,0.0
TI2903793_PLAS__mitmem,0.0,0.0729601431823015
R03037__mito,0.0,0.0
T_Methanol_V1__permem,1.8448093212534565e-06,1.8448093212534483e-06
R04405__cytop,0.0,0.0
R02023__cytop,0.0,-2.787147904506059e-15
R04330__mito,0.0,0.0
R08766__mito,5.220477750559539e-07,5.220477750559516e-07
TO1100366_PLAS__plas,0.0,0.0
R02317__cytop,0.0,-1.3935182430145082e-15
R01993__cytop,-0.006490807697257804,-0.006490807697258777
R02065__chlo,0.0,0.00021056187912763953
R08090__mito,0.0,0.0
TO1100306_PLAS__plas,0.0,0.0
R02687__cytop,0.0,0.0
R01015__cytop,-0.11288911685200603,-0.014743471053645475
R01055__mito,0.0,0.0
R00112__cytop,0.0,-2.7875810249390515e-15
R10039__chlo,0.0,0.0
R00189__cytop,1.2837856688852689e-06,1.2837856628495412e-06
R00190__mito,9.007028751032568e-15,-8.90683331611639e-17
R02654__e_r_,0.0,0.0
R02846__pero,0.0,0.0
EX_C16834__dra,0.0,0.0
R07618__chlo,0.0,0.045865471096035094
EX_C06697__dra,0.0,0.0
R08392__e_r_,0.0,0.0
R04725__cytop,0.0,-1.0706649079987327e-15
R07022__e_r_,0.0,0.0
R07023__cytop,0.0,-1.0706649079987366e-15
R01229__mito,0.0,0.0
R03697__e_r_,0.0,0.0
R01301__mito,5.22047775055954e-07,5.220477750921897e-07
R04998__cytop,0.0,0.0
R06896__chlo,-1.685053550052693e-19,0.0010059988303532206
R01249__cytop,0.0,0.0
R04509__chlo,1.0597137416471793e-06,1.059713741645681e-06
R08280__chlo,0.0,0.0
R03084__chlo,0.0016070592717848339,0.0016070592717817775
R08390__chlo,0.0,0.0
R03956__chlo,0.0,0.0
R01004__cytop,0.0,0.0
R11893__cytop,0.0,0.0
R02282__chlo,0.0016975879083182522,0.001697587908314237
R01837__e_r_,0.0,0.0
R01795__cytop,0.0,0.0005187535105620184
R07945__e_r_,0.0,0.0
R00238__mito,3.579472734937611e-15,-1.1184853791097093e-46
R03038__chlo,0.0,0.0
R03103__cytop,0.0,-2.676664545429059e-15
R01132__mito,0.0,0.0
R00922__mito,0.0,0.0
R05064__pero,5.795929022940204e-16,0.0
R01288__cytop,5.987583951371576e-15,0.0
R09450_V1__mito,0.0,0.0
R00238__cytop,0.0,-2.634285996865691e-16
R00533__mito,0.0,0.0
R02747__cytop,0.0,0.0
R01186__chlo,0.0,0.0
T_SLC25A17_V1__permem,0.0,0.0
TI3000278_PLAS__ermem,0.0,0.00012404487641344222
R04724__chlo,0.0,0.010045529526744645
R02216__e_r_,0.0,0.0
R09087__nucl,0.0,0.0
R04960__chlo,0.010045529526740158,0.010045529526744616
EX_C05838__dra,0.0,0.0
R01676__cytop,0.0,-2.607731932104538e-15
T_Isopentenyl_diphosphate__ermem,0.0,-2.917742021935139e-16
R06258__e_r_,0.0,0.0
R01708__cytop,-2.938112324386787e-14,0.0
R00261__cytop,0.0,-6.2585566370510276e-15
R03363__nucl,-3.9076416775664993e-16,-1.3872964484350726e-16
R09030__chlo,0.0,0.0
RXN_12867__cytop,1.3438265963553528e-17,0.0
R05595__chlo,0.0,0.0
R05066__pero,0.0,0.0
R03758__cytop,0.0,-1.5646391592626954e-14
R00497__pero,0.0,-3.2511982530134563e-16
R01310__cytop,0.0,-3.725331331577914e-16
R00256__chlo,0.0,0.0130913727816198
R03665__cytop,0.0015754006346329025,0.0015754006346328892
R06868__cytop,0.00012404487641382464,0.00012404487641345209
R08175__pero,0.0,0.0
R04725__mito,0.0,0.0
R03991__pero,0.0,0.0
R07507__e_r_,0.0,-1.7984358152445174e-16
T_Glycolate_V1__mitmem,0.0,0.0
R03158__cytop,0.0,0.0
R02098__cytop,-0.002439980281849478,-0.002439980281849363
R03194__chlo,0.0,0.0
T_3_Fumarylpyruvate__mitmem,0.0,0.0
R03654__cytop,0.0020920188876643073,0.0020920188876642895
R05334__cytop,0.0,0.0
R04420__cytop,9.491643746425357e-05,9.491643746419318e-05
T_L_Alanine__chlomem,-1.0597137416457402e-06,-1.0597137416456904e-06
R04568__cytop,0.0,-6.144172277618289e-16
R07559__chlo,0.0001904441950991504,0.00019044419509914833
R04944__mito,0.0,0.0
TO0000063_PLAS__plas,0.0,-5.215463864209099e-15
T__S__Dihydroorotate__mitmem,0.006490807697258776,0.006490807697258062
R00694__chlo,-0.001305663195332902,0.0
TO3000675_PLAS__plas,0.0,-2.6071813013359005e-15
R04998__chlo,0.0,0.0
R00586__chlo,0.0,-7.823195796313805e-15
R06917__cytop,0.0,0.0
R07276__mito,0.0,0.0
R11232__cytop,0.0,-2.6077319321045365e-15
R01583__cytop,0.0,0.0
T_Phosphatidylcholine__golmem,1.5818821499608542e-20,0.00012404487641345209
R08738__cytop,0.0,0.0
R01836__mito,0.0,0.0
R00702__chlo,0.0,0.0
T_CoA_ATP__mitmem,-0.00857425228363237,0.00857425228363237
R05802__cytop,0.0,-6.845367683039524e-17
R04241__nucl,0.0,0.0
R09409__chlo,0.0,0.0
R02904__cytop,0.0,0.0
R00200__mito,0.0,0.0635198987019833
R02147__cytop,4.0269655916339414e-19,-9.316413664596674e-15
