,flux_wt,flux_nd,ratio,ratio_100
R01466__chlo,0.19404100000000005,0.19227698935700477,1.0091743200727987,100.91743200727987
R12657__mito,5.100750000000002e-05,5.054379504654903e-05,1.009174320072799,100.9174320072799
R03648__cytop,0.05809300000000001,0.05756488135351021,1.009174320072799,100.9174320072799
T_CO2_V1__chlomem,49.646927971474504,99.58842763571194,0.4985210546056593,49.85210546056593
R03659__cytop,0.050598000000000004,0.050138017777097234,1.009174320072799,100.9174320072799
PKS_C163__cytop,0.01628887694127823,0.06284722568414561,0.2591821160593793,25.91821160593793
T_Diphosphate__ermem,-0.74538752211329,-0.19844917920058827,3.7560625098875713,375.60625098875715
R03197__chlo,0.09836413160000002,0.09746991143502773,1.0091743200727987,100.91743200727987
R01071__cytop,-0.05559675000000001,-0.055091324555295286,1.009174320072799,100.9174320072799
R09737__mito,5.100750000000002e-05,5.054379504654903e-05,1.009174320072799,100.9174320072799
R02093__cytop,0.23840211600000003,0.23623482212944383,1.0091743200727987,100.91743200727987
T_OAAICITtm__mitmem,0.22675900117778278,0.0,inf,inf
T_CO__plas,0.00010354100000000004,0.00010259971735361923,1.009174320072799,100.9174320072799
T_L_Threonine__chlomem,-0.11611900000000003,-0.11506337179846543,1.009174320072799,100.9174320072799
R12173__e_r_,0.03592140054213302,0.035594842068059906,1.009174320072799,100.9174320072799
e_Lipid__cytop,0.10000000000000003,0.09909090829103372,1.009174320072799,100.9174320072799
R00362__mito,1.9023343418993757,1.279903009470548,1.4863113281422053,148.63113281422054
TZ2900023_PLAS__chlomem,0.5255535183000001,0.5207757548389542,1.0091743200727985,100.91743200727986
T_Hydrogen_Peroxide_V2__chlomem,12.650500191047517,27.02238483211013,0.4681489168940853,46.814891689408526
R00127__chlo,13.287085138626544,4.010311713860289,3.313230014690434,331.3230014690434
EX_C00080__dra,-3.2084643458903757,-1.3925064083067593,2.3040930560540542,230.40930560540542
R06982__cytop,0.6990551608999774,0.6927001083911513,1.0091743200727747,100.91743200727747
R03472__chlo,0.00010354100000000004,0.00010259971735361923,1.009174320072799,100.9174320072799
T__6Z_9Z_12Z__Hexadecatrienoyl_CoA__ermem,0.029998201266420017,0.02972549010586796,1.0091743200727992,100.91743200727991
RXN_12777__e_r_,0.06854685483803181,0.021217271491317812,3.2307101724216256,323.07101724216255
R03314__cytop,0.14203450000000004,0.1407432761366283,1.009174320072799,100.9174320072799
R00239__cytop,0.14203450000000004,0.1407432761366283,1.009174320072799,100.9174320072799
e_RNA__cytop,0.077,0.07629999938409596,1.0091743200727987,100.91743200727987
RXN_12997__e_r_,0.2709391173175501,0.0,inf,inf
R07396__cytop,0.009273960000000005,0.009189651198547151,1.0091743200727992,100.91743200727991
TI3000282_PLAS__ermem,0.0034969400000000013,0.0034651496083924747,1.009174320072799,100.9174320072799
TR2000106_PLAS__chlomem,10.916495894771382,0.0,inf,inf
R05046__cytop,0.000191878300007295,0.00019013395028339458,1.0091743201111663,100.91743201111663
R04957__chlo,0.9652254055025709,0.6412681595300169,1.5051821787159696,150.51821787159696
R00959__cytop,-0.6545867530000001,-0.548726050033887,1.1929208627138728,119.29208627138728
R00465__chlo,0.5400476185369789,0.9683073205388925,0.5577233664167963,55.77233664167963
R01401__cytop,0.009273960000000005,0.009189651198547151,1.0091743200727992,100.91743200727991
R11043__e_r_,0.4009918020522969,0.08216395698791087,4.8803857159812365,488.03857159812367
T_UMP__chlomem,0.03828100000000001,0.03793299060289062,1.009174320072799,100.9174320072799
R02241__e_r_,0.11352183000000005,0.0,inf,inf
T_ADP__chlomem,0.5259756427000093,0.521194041741044,1.0091743200727936,100.91743200727936
R01049__chlo,0.029256500000000005,0.02899053158416628,1.0091743200727987,100.91743200727987
R00885__cytop,0.004779899999999999,0.00473644632540312,1.0091743200727985,100.91743200727986
T_SAMT1_V1__mitmem,0.0003332725000000001,0.00033024274733423536,1.009174320072799,100.9174320072799
T_CMP__chlomem,-0.5638345183000001,-0.5587087454418448,1.0091743200727987,100.91743200727987
R00192__cytop,0.1898771322390904,0.33933077630830316,0.5595635453548581,55.95635453548581
R00274__chlo,4.95643201663588,13.745566848078425,0.36058403930637234,36.05840393063723
R07762__chlo,0.5020877593081691,0.18234085927826962,2.7535669256770094,275.3566925677009
T_5_Deoxyadenosine_V1__mitmem,0.00036050000000000014,0.0003572227243891766,1.009174320072799,100.9174320072799
ATPase__chlo,254.18597523955268,364.49554272914116,0.6973637409564698,69.73637409564698
R05633__chlo,0.5587436983000001,0.5536642056643832,1.0091743200727987,100.91743200727987
R01700__mito,0.6651749099475975,1.4782302020955598,0.4499805977476555,44.99805977476555
R00127__cytop,-17.016917106851626,-11.412435679102538,1.491085477748762,149.1085477748762
R00833__mito,0.09975244107443426,0.0001786113621945883,558.488776127013,55848.877612701304
R03652__cytop,0.08235850000000002,0.08160978570487101,1.0091743200727987,100.91743200727987
R05069__chlo,0.07792200000000002,0.0772136175585393,1.009174320072799,100.9174320072799
R01395__cytop,0.21883689582213658,0.33890372896053206,0.6457199408615,64.57199408615
R00275__mito,26.59527679781928,21.526578872620515,1.2354623070944917,123.54623070944916
R04638__cytop,0.000191878300007295,0.00019013395028339458,1.0091743201111663,100.91743201111663
R04035__cytop,0.05559675000000001,0.055091324555295286,1.009174320072799,100.9174320072799
R05070__chlo,0.07792200000000002,0.0772136175585393,1.009174320072799,100.9174320072799
DM_photon450__chlo,647.6888399368397,997.1469967865171,0.6495419853082162,64.95419853082161
R01716__cytop,0.000191878300007295,0.00019013395028339458,1.0091743201111663,100.91743201111663
R00289__cytop,0.6545867530000001,0.548726050033887,1.1929208627138728,119.29208627138728
R02094__cytop,0.23840211600000003,0.23623482212944383,1.0091743200727987,100.91743200727987
R08409__chlo,254.18597523955268,364.49554272914116,0.6973637409564698,69.73637409564698
R00366__cytop,0.7857198263441159,0.9197259896317898,0.8542977312826368,85.42977312826368
R05692__cytop,0.00195762,0.0019398234388869342,1.0091743200727987,100.91743200727987
R02569__mito,0.05739322744459195,0.0,inf,inf
R01070__cytop,-10.803312671471382,-3.402764550491511,3.174863412136729,317.4863412136729
R02661__mito,0.09957219107443427,0.0,inf,inf
R00619__cytop,0.00010354100000000004,0.00010259971735361923,1.009174320072799,100.9174320072799
T_Aminoimidazole_ribotide__chlomem,0.00010354100000000004,0.00010259971735361923,1.009174320072799,100.9174320072799
TR0000049_CHLO__chlomem,8.817322335982864,8.87325977907711,0.9936959534052925,99.36959534052924
T_CoA_V1__mitmem,4.863152709185296e-16,0.0,inf,inf
R01890__cytop,0.012120000000000004,0.012009818084873287,1.009174320072799,100.9174320072799
R03658__cytop,0.10010525000000002,0.09919520147201004,1.0091743200727987,100.91743200727987
R01108__chlo,4.285079877094278,3.088051102128331,1.3876324372161253,138.76324372161253
R03337__mito,5.100750000000002e-05,5.054379504654903e-05,1.009174320072799,100.9174320072799
R05884__chlo,0.41919480960000005,0.41538394434150944,1.0091743200727987,100.91743200727987
R04109__chlo,0.7869130528000001,0.7797592914802218,1.0091743200727987,100.91743200727987
R00483__cytop,0.05809300000000001,0.05756488135351021,1.009174320072799,100.9174320072799
R07459__chlo,0.00010354100000000004,0.00010259971735361923,1.009174320072799,100.9174320072799
R02473__mito,0.00018026279999986306,0.00017862404583087716,1.009174320071876,100.91743200718759
R04558__cytop,0.05559675000000001,0.055091324555295286,1.009174320072799,100.9174320072799
R01333__cytop,0.000191878300007295,0.00019013395028339458,1.0091743201111663,100.91743201111663
R03457__cytop,0.05559675000000001,0.055091324555295286,1.009174320072799,100.9174320072799
R04953__chlo,0.9652254055025709,0.6412681595300169,1.5051821787159696,150.51821787159696
PKS_C184__cytop,0.01628887694127823,0.06284722568414561,0.2591821160593793,25.91821160593793
T_beta_Alanine__mitmem,0.00018026279999986306,0.00017862404583087716,1.009174320071876,100.91743200718759
R08162__chlo,0.1567738709090101,0.1553486526467507,1.0091743200727992,100.91743200727991
TR2000102_PLAS__chlomem,19.44068283204842,33.66056449345283,0.577550707321909,57.7550707321909
R01512__chlo,141.3673339214893,228.62140116199393,0.6183468966727259,61.83468966727259
R02814__chlo,0.07767052478130004,0.0769644284802026,1.0091743200727992,100.91743200727991
TR0000047_PLAS__chlomem,-0.0009122381000000003,-0.0009039450190668687,1.0091743200727987,100.91743200727987
R01049__cytop,1.543378919239075,1.3315477408333811,1.1590864314584126,115.90864314584127
TR0000532_PLAS__plas,9.058011497458518,12.177336055681588,0.7438417939720334,74.38417939720334
R04231__mito,0.00018026279999986306,0.00017862404583087716,1.009174320071876,100.91743200718759
R02722__chlo,0.029256500000000005,0.02899053158416628,1.0091743200727987,100.91743200727987
R08163__chlo,0.4244172345268691,0.105376430798067,4.027629625643522,402.7629625643522
R04208__cytop,0.6538470136999845,0.6479029447091237,1.009174320072784,100.9174320072784
R08198__mito,-2.295125364239538,-1.770744069435578,1.2961361293566867,129.61361293566867
R02022__cytop,0.22708489799999998,0.2250204880199674,1.0091743200727987,100.91743200727987
R03370__chlo,0.07767052478130004,0.0769644284802026,1.0091743200727992,100.91743200727991
R02057__e_r_,0.0034969400000000013,0.0034651496083924747,1.009174320072799,100.9174320072799
R02003__chlo,0.1395488887,0.13828026132287374,1.0091743200727985,100.91743200727986
R08161__chlo,0.1567738709090101,0.1553486526467507,1.0091743200727992,100.91743200727991
R02038__cytop,0.0034969400000000013,0.0034651496083924747,1.009174320072799,100.9174320072799
R00402__cytop,0.8354598950022519,0.7218712209352429,1.1573530995180077,115.73530995180077
R04952__chlo,0.9652254055025709,0.6412681595300169,1.5051821787159696,150.51821787159696
R02016__cytop,2.6159587746967117,1.1311443534528844,2.312665723619929,231.26657236199287
R00529__cytop,0.0930866697999999,0.09224042660269541,1.0091743200727972,100.91743200727971
R01321__e_r_,0.012120000000000004,0.012009818084873287,1.009174320072799,100.9174320072799
R03534__mito,2.295125364239538,1.770744069435578,1.2961361293566867,129.61361293566867
R03005__cytop,0.00012543430000000005,0.00012429398718316443,1.0091743200349281,100.91743200349282
T_CDP_ethanolamine__ermem,0.0034969400000000013,0.0034651496083924747,1.009174320072799,100.9174320072799
R02739__cytop,3.7173000862357055,0.0,inf,inf
R10053__cytop,0.0002500390000000001,0.0002477659161818178,1.009174320072799,100.9174320072799
R04968__chlo,0.9541432791936098,0.6302867799125078,1.5138240394730436,151.38240394730437
T_NADth__chlomem,27.473103155269143,9.832832295170153,2.794017260801226,279.4017260801226
T_ASPSAth__chlomem,-0.05070852300000002,-0.05024753602166775,1.0091743200727987,100.91743200727987
R02662__mito,0.09957219107443427,0.0,inf,inf
TO0000080_PLAS__ermem,0.11352183000000005,0.0,inf,inf
EX_C00001__dra,-44.85786367714468,-140.2744876111528,0.31978633065117795,31.978633065117794
R01512__cytop,-7.283512001577056,-22.831602711377432,0.31901010602061414,31.901010602061415
T_Hydrogen__plas,2.360058169130361,3.2303279877143782,0.7305939762482826,73.05939762482826
R01251__cytop,0.14203450000000004,0.1407432761366283,1.009174320072799,100.9174320072799
R00746__cytop,-3.4105076058310138,-3.6688743039080656,0.9295787544964839,92.95787544964838
R04469__chlo,0.010543700000000003,0.010447848097481723,1.009174320072799,100.9174320072799
R10707__chlo,0.9652254055025709,0.6412681595300169,1.5051821787159696,150.51821787159696
T_ACCOAtm__mitmem,-1.1825766746256128,-1.3562816716690478,0.8719255736681358,87.19255736681359
R02472__mito,0.00018026279999986306,0.00017862404583087716,1.009174320071876,100.91743200718759
T_NADPH__ermem,2.8720118651639033,0.6863318401217363,4.184582001403997,418.4582001403997
R11059__e_r_,0.06854685483803181,0.021217271491317812,3.2307101724216256,323.07101724216255
R00214__mito,0.7956226897279931,0.0,inf,inf
R03348__cytop,0.00012543430000000005,0.00012429398718316443,1.0091743200349281,100.91743200349282
R05636__chlo,0.5588472393000001,0.5537668053817368,1.0091743200727987,100.91743200727987
R00390__e_r_,0.27197146000000005,0.04451936509517905,6.1090597185864075,610.9059718586408
R01195__chlo,214.0336402481742,316.32141961942773,0.6766334082139683,67.66334082139683
T_Acetate__chlomem,2.450245275998917,3.5171502064860167,0.6966564212925543,69.66564212925543
TR0000243_PLAS__chlomem,17.796514232725585,15.39957024254437,1.155650057269727,115.5650057269727
R03509__chlo,0.029256500000000005,0.02899053158416628,1.0091743200727987,100.91743200727987
R01061__cytop,7.283512001577056,22.831602711377432,0.31901010602061414,31.901010602061415
R01799__e_r_,0.0031609500000000005,0.0031322140656254304,1.0091743200727987,100.91743200727987
R01334__chlo,0.38305285506073095,0.7814857127411243,0.4901597672427588,49.01597672427588
T_5_Methylthioadenosine__mitmem,0.00018025000000000007,0.0001786113621945883,1.009174320072799,100.9174320072799
R04959__chlo,0.9652254055025709,0.32063407976500846,3.010364357431939,301.0364357431939
T_CO2__plas,52.69960390777822,51.210002998950166,1.0290880847802057,102.90880847802057
TR2000061_PLAS__chlomem,-18.374400193134324,-8.393735795096603,2.1890610619252704,218.90610619252703
R01868__mito,0.6341945880000001,0.628429177581779,1.009174320072799,100.9174320072799
R02251__e_r_,0.04492780000000002,0.04451936509517905,1.009174320072799,100.9174320072799
R08179__cytop,0.2709391173175501,0.0,inf,inf
R01699__mito,0.05739322744459195,0.0,inf,inf
R03013__cytop,0.05559675000000001,0.055091324555295286,1.009174320072799,100.9174320072799
R01714__chlo,0.15702025700000735,0.15559279886221547,1.0091743200728458,100.91743200728457
R00713__mito,0.6455051041319246,0.0,inf,inf
R01529__chlo,-19.913549314304667,-13.971463061762465,1.4253016470984121,142.53016470984122
R06284__chlo,0.09829270000000001,0.09739912921378091,1.0091743200727987,100.91743200727987
R00235__chlo,1.5890906607275928,1.7585751032430084,0.903623995243156,90.36239952431559
R01187__cytop,0.003410988999999873,0.003379979981807248,1.0091743200727612,100.91743200727612
R04544__chlo,0.9541432791936098,0.6302867799125077,1.5138240394730438,151.38240394730437
R02735__chlo,0.10010525000000002,0.09919520147201004,1.0091743200727987,100.91743200727987
R07916__chlo,0.020573280000000003,0.020386250017257586,1.0091743200727985,100.91743200727986
R00497__chlo,0.00014329300000000004,0.00014199033521747096,1.009174320072799,100.9174320072799
R12205__e_r_,0.3153631806520201,0.04402020785791041,7.164054782975077,716.4054782975077
T_Oxygen_V1__chlomem,-121.39006544333103,-177.3528522904541,0.6844551067299905,68.44551067299905
R04537__chlo,0.9652254055025709,0.6412681595300169,1.5051821787159696,150.51821787159696
T_UDPGA__chlomem,0.03828100000000001,0.03793299060289062,1.009174320072799,100.9174320072799
RXN_14484__e_r_,0.03334190951886002,0.033038800983813,1.0091743200727994,100.91743200727994
e_FreeFattyAcid__cytop,0.2750664900000001,0.27256588334526544,1.009174320072799,100.9174320072799
T_3_Methyl_2_oxobutanoic_acid__chlomem,0.13614540181157983,0.0,inf,inf
R02412__chlo,0.15702025700000735,0.15559279886221547,1.0091743200728458,100.91743200728457
R10116__mito,0.00018025000000000007,0.0001786113621945883,1.009174320072799,100.9174320072799
R00996__chlo,0.07792200000000002,0.0772136175585393,1.009174320072799,100.9174320072799
R03269__mito,0.00018026279999986306,0.00017862404583087716,1.009174320071876,100.91743200718759
R00895__mito,0.6502687357274681,0.3520216110218741,1.8472409515990238,184.7240951599024
R01184__cytop,0.0002500390000000001,0.0002477659161818178,1.009174320072799,100.9174320072799
T_Superoxide__mitmem,-9.058011497458518,-35.78328926690243,0.25313523946600064,25.313523946600064
T_Ammonia_V1__chlomem,-5.881988617453639,-5.279748664671085,1.1140660268191143,111.40660268191142
R04954__cytop,0.01628887694127823,0.06284722568414561,0.2591821160593793,25.91821160593793
ATP_Synthase__mitmem,19.09169291075472,17.613048125219272,1.083951668957189,108.39516689571892
R01830__cytop,1.3536799729999847,1.341197214473671,1.009307176000371,100.93071760003708
TE_2__cytop,0.01628887694127823,0.06284722568414561,0.2591821160593793,25.91821160593793
R00156__cytop,1.0140841320000002,0.9049552681674468,1.120590340397202,112.05903403972019
DM_photon298__cytop,44.248281313497515,68.12893452524393,0.6494785456699329,64.94785456699329
R07460__chlo,0.00010354100000000004,0.00010259971735361923,1.009174320072799,100.9174320072799
R03662__cytop,0.17851525000000001,0.17689238266300955,1.009174320072799,100.9174320072799
R00734__chlo,5.8621200000000014e-05,5.808827953110347e-05,1.0091743200727987,100.91743200727987
R00009__pero,5.180760366854921,7.839886973946088,0.6608207980640394,66.08207980640394
R03459__chlo,0.00026956570000000006,0.0002671151005710831,1.0091743200727987,100.91743200727987
T_Octadecenoic_acid__chlomem,0.07767052478130004,0.0769644284802026,1.0091743200727992,100.91743200727991
R00586__cytop,0.5474468930995415,0.4376662494959934,1.2508318695580685,125.08318695580685
T_all_trans_Nonaprenyl_diphosphate_V1__mitmem,5.100750000000002e-05,5.054379504654903e-05,1.009174320072799,100.9174320072799
R10709__chlo,5.8621200000000014e-05,5.808827953110347e-05,1.0091743200727987,100.91743200727987
Cytochrome_C_Reductase__mitmem,0.19931551162854957,0.0653265731751432,3.0510633260094107,305.1063326009411
R04326__cytop,0.6538470136999845,0.6479029447091237,1.009174320072784,100.9174320072784
T_Methanol_V1__permem,0.00018025000000000007,0.0001786113621945883,1.009174320072799,100.9174320072799
R08766__mito,5.100750000000002e-05,5.054379504654903e-05,1.009174320072799,100.9174320072799
R01993__cytop,-0.6341945880000001,-0.628429177581779,1.009174320072799,100.9174320072799
R00189__cytop,0.00012543430000000005,0.00012429398718316443,1.0091743200349281,100.91743200349282
R07618__chlo,0.6191617405972234,0.0,inf,inf
R01301__mito,5.100750000000002e-05,5.054379504654903e-05,1.009174320072799,100.9174320072799
R06896__chlo,0.09829270000000001,0.0,inf,inf
R04509__chlo,0.00010354100000000004,0.00010259971735361923,1.009174320072799,100.9174320072799
R03084__chlo,0.15702025700000735,0.15559279886221547,1.0091743200728458,100.91743200728457
R02282__chlo,0.16586550000000003,0.16435763049146454,1.0091743200727987,100.91743200727987
R01795__cytop,0.05068562870000001,0.009079129534148916,5.582652886420275,558.2652886420275
TI3000278_PLAS__ermem,0.012120000000000004,0.012009818084873287,1.009174320072799,100.9174320072799
R04960__chlo,0.9652254055025709,0.6412681595300169,1.5051821787159696,150.51821787159696
R00261__cytop,0.6455051041319246,0.0,inf,inf
R03665__cytop,0.15392700000000004,0.15252766240513949,1.0091743200727987,100.91743200727987
R06868__cytop,0.012120000000000004,0.012009818084873287,1.009174320072799,100.9174320072799
R02098__cytop,-0.23840211600000003,-0.23623482212944383,1.0091743200727987,100.91743200727987
R03654__cytop,0.20440400000000003,0.20254578018320454,1.009174320072799,100.9174320072799
R04420__cytop,0.009273960000000005,0.009189651198547151,1.0091743200727992,100.91743200727991
T_L_Alanine__chlomem,-0.00010354100000000004,-0.00010259971735361923,1.009174320072799,100.9174320072799
R07559__chlo,0.018607650000000003,0.018438489396616537,1.0091743200727987,100.91743200727987
T__S__Dihydroorotate__mitmem,0.6341945880000001,0.628429177581779,1.009174320072799,100.9174320072799
T_3_Isopropylmalate__chlomem,-0.22373225000000002,-0.22169831866496625,1.009174320072799,100.9174320072799
R09251__chlo,0.00010962870000000004,0.00010863207457765251,1.0091743200727987,100.91743200727987
R08183__cytop,0.06854685483803181,0.021217271491317812,3.2307101724216256,323.07101724216255
PKS_C101__cytop,0.01628887694127823,0.06284722568414561,0.2591821160593793,25.91821160593793
R01801__chlo,0.005090820000000001,0.005044539777461603,1.009174320072799,100.9174320072799
R01214__mito,0.09975245387443409,0.00017862404583087716,558.4491909274108,55844.919092741075
R00794__cytop,8.817322335982864,8.87325977907711,0.9936959534052925,99.36959534052924
R09725__mito,0.00018025000000000007,0.0001786113621945883,1.009174320072799,100.9174320072799
R10118__mito,0.00018025000000000007,0.0001786113621945883,1.009174320072799,100.9174320072799
R00253__cytop,1.4480052416999767,1.5498208962544755,0.9343048898098087,93.43048898098087
R04800__chlo,0.020573280000000003,0.020386250017257586,1.0091743200727985,100.91743200727986
R02018__cytop,0.23840211600000003,0.23623482212944383,1.0091743200727987,100.91743200727987
R09542_V1__chlo,408.7835228433934,629.4026578225704,0.6494785456699329,64.94785456699329
EX_C00282__dra,2.360058169130361,3.2303279877143782,0.7305939762482826,73.05939762482826
R07168__cytop,0.24058565523909042,0.3895783123299709,0.6175540260447444,61.75540260447444
R04621__cytop,0.000191878300007295,0.00019013395028339458,1.0091743201111663,100.91743201111663
R07641__cytop,0.5812231921778634,0.33890372896053206,1.7150097284575803,171.500972845758
R03845_V1__chlo,0.09829270000000001,0.0,inf,inf
R08689__chlo,0.5587436983000001,0.5536642056643832,1.0091743200727987,100.91743200727987
R06265__chlo,0.09829270000000001,0.09739912921378091,1.0091743200727987,100.91743200727987
R00985__chlo,0.029256500000000005,0.02899053158416628,1.0091743200727987,100.91743200727987
R01061__chlo,-17.454835265904297,-4.5717604363179465,3.8179680473288884,381.79680473288886
R00330__cytop,0.42642497299998455,0.42254837892548924,1.0091743200727765,100.91743200727765
R12570__chlo,7.989264110211637,13.56933031805414,0.5887736478477376,58.877364784773754
T_L_Tryptophan__chlomem,-0.029256500000000005,-0.02899053158416628,1.0091743200727987,100.91743200727987
R10996__mito,0.00018025000000000007,0.0001786113621945883,1.009174320072799,100.9174320072799
T_L_Methionine__chlomem,-0.00010354100000000004,-0.00010259971735361923,1.009174320072799,100.9174320072799
R00512__mito,1.2432883858129817,1.1373674015312014,1.0931282047816584,109.31282047816583
R08186__cytop,0.03334190951886002,0.033038800983813,1.0091743200727994,100.91743200727994
R09542__chlo,99.58842763571194,99.58842763571194,1.0,100.0
