Geneid	tpm
Ng00001	0.0
Ng00002	0.0
Ng00003	0.0
Ng00004	0.13379516679966152
Ng00005	0.0
Ng00006	14.844987780554234
Ng00007	0.0
Ng00008	53.248188730750876
Ng00009	14.536727508601821
Ng00010	307.48369478997165
Ng00011	50.37248981912429
Ng00012	27.546813305626667
Ng00013	3.7031049391648247
Ng00014	28.156493923012945
Ng00015	248.1204455478815
Ng00016	11.376684948383463
Ng00017	0.786949464364076
Ng00018	6.0704445756766585
Ng00019	29.696020085331263
Ng00020	12.64704483460529
Ng00021	28.591576150143396
Ng00022	16.26742395175788
Ng00023	11.957943032719747
Ng00024	5.701160718630021
Ng00025	14.883789278044867
Ng00026	92.02832957981117
Ng00027	43.78965054235401
Ng00028	68.19695609335137
Ng00029	14.107066434913618
Ng00030	16.4630285473723
Ng00031	32.851899308495184
Ng00032	61.91055789015658
Ng00033	71.79101025565161
Ng00034	270.02009602398965
Ng00035	0.15306167081881275
Ng00036	15.830870150511982
Ng00037	8.71870276816022
Ng00038	25.965283436629257
Ng00039	25.27822135699652
Ng00040	3.478674336791199
Ng00041	17.656833695438078
Ng00042	1.5692442591834117
Ng00043	0.0
Ng00044	32.541504807046756
Ng00045	15.656830877567463
Ng00046	5.84423950580928
Ng00047	10.230343036732988
Ng00048	20.675669243670274
Ng00049	582.9980269237656
Ng00050	0.556183396870686
Ng00051	125.62362698737218
Ng00052	0.0
Ng00053	0.5171002392527458
Ng00054	151.12562289922957
Ng00055	158.20487212320836
Ng00056	455.35847068596803
Ng00057	16.478816979283476
Ng00058	1.6361764811666195
Ng00059	101.01059195931559
Ng00060	54.31277777085536
Ng00061	71.70677633979636
Ng00062	15.247436216454929
Ng00063	44.34713143006684
Ng00064	12.112438420739382
Ng00065	6.879176216575854
Ng00066	7.435666394891189
Ng00067	0.7060040166919408
Ng00068	2.345439904715065
Ng00069	0.0
Ng00070	0.1466107958034605
Ng00071	0.0
Ng00072	31.867729571109283
Ng00073	18.293554955318633
Ng00074	0.8223708190923055
Ng00075	113.98782879640459
Ng00076	11.687649041422217
Ng00077	11.0194715542025
Ng00078	7.860977151560417
Ng00079	8.555276316092177
Ng00080	10.756003846080496
Ng00081	7.942336487272643
Ng00082	25.02574032638186
Ng00083	56.53575965341366
Ng00084	112.47073049117182
Ng00085	3.4165551522056417
Ng00086	10.92435426585375
Ng00087	33.67839602401322
Ng00088	46.03843762949439
Ng00089	0.0
Ng00090	8.176828084943558
Ng00091	0.7701216141827057
Ng00092	40.76918567434479
Ng00093	6.731432244396085
Ng00094	2.5942656070985213
Ng00095	33.61522568767423
Ng00096	1.3950933538173038
Ng00097	26.656248010437768
Ng00098	181.37807992029312
Ng00099	6.468677754842682
Ng00100	14.989065082796339
Ng00101	12.340241583208185
Ng00102	72.40249793382456
Ng00103	21.58262888832345
Ng00104	108.79152602814077
Ng00105	119.36943718125701
Ng00106	13.287395417579498
Ng00107	8.37887249641217
Ng00108	29.45829775679531
Ng00109	43.84743482348206
Ng00110	19.188085723125404
Ng00111	30.027723615496257
Ng00112	3.64148280809188
Ng00113	8.038742855503745
Ng00114	46.672052069158234
Ng00115	51.619038545933925
Ng00116	2.7090561206869515
Ng00117	4.224104551817884
Ng00118	8.288693172848166
Ng00119	126.39262037783996
Ng00120	0.0
Ng00121	58.66160733032329
Ng00122	0.0
Ng00123	2.084974682628059
Ng00124	121.14919891064332
Ng00125	16.69077101198567
Ng00126	61.10752929373519
Ng00127	40.0822834678141
Ng00128	56.80875617597836
Ng00129	1.5128188394882658
Ng00130	9.880473526736795
Ng00131	81.56575879160417
Ng00132	16.625827346357443
Ng00133	162.73133360812224
Ng00134	28.50181885736913
Ng00135	18.52081182452082
Ng00136	11.851861555831134
Ng00137	27.74242783590981
