Geneid	tpm
Ng00001	0.0
Ng00002	0.0
Ng00003	0.0
Ng00004	0.19466660990364001
Ng00005	0.0
Ng00006	7.7581809299668665
Ng00007	0.0
Ng00008	50.13166374063279
Ng00009	12.554971777680024
Ng00010	237.47281515873996
Ng00011	59.364863983043946
Ng00012	31.252660915017326
Ng00013	22.92293525136282
Ng00014	27.521558542126076
Ng00015	372.0122547429746
Ng00016	12.441580045616925
Ng00017	2.7479518979508177
Ng00018	5.726270306563162
Ng00019	33.559513697442696
Ng00020	5.803374578974787
Ng00021	33.967792342489304
Ng00022	10.005299498003899
Ng00023	5.978698256665544
Ng00024	5.483109512285861
Ng00025	12.005532373145302
Ng00026	108.39854439196272
Ng00027	44.73575784747551
Ng00028	64.70897254249053
Ng00029	14.701186496676828
Ng00030	6.344320630673514
Ng00031	34.375859743751384
Ng00032	37.65917392458512
Ng00033	48.89613559127073
Ng00034	292.9064575608969
Ng00035	0.4008574831135755
Ng00036	16.275691604520173
Ng00037	7.611218033802066
Ng00038	22.07780336239018
Ng00039	15.465956845348112
Ng00040	9.44781946732333
Ng00041	11.314525733044471
Ng00042	0.9484009852844846
Ng00043	0.0
Ng00044	28.824355029981245
Ng00045	15.681991568751883
Ng00046	7.596844257857819
Ng00047	10.905934094992306
Ng00048	19.450208522043113
Ng00049	525.7656104257837
Ng00050	0.9710694842867623
Ng00051	61.11558217924778
Ng00052	0.0
Ng00053	0.9028321691747196
Ng00054	177.31381972546177
Ng00055	122.2447700892953
Ng00056	306.2801706914663
Ng00057	9.26713536230309
Ng00058	2.5802320752138197
Ng00059	88.96062284037303
Ng00060	73.46577134912842
Ng00061	118.20156553349021
Ng00062	12.038739346755108
Ng00063	31.020292816899115
Ng00064	10.314915855312721
Ng00065	3.9410145811727926
Ng00066	13.779475982029158
Ng00067	1.8181574034210448
Ng00068	1.8768866263830863
Ng00069	0.0
Ng00070	0.7039323617894845
Ng00071	0.0
Ng00072	35.72310377904892
Ng00073	28.81407346942124
Ng00074	0.9230270992746803
Ng00075	138.79455107805722
Ng00076	16.296185233873302
Ng00077	12.526796347299234
Ng00078	28.61242221714754
Ng00079	9.754379811537435
Ng00080	11.415306023917768
Ng00081	10.805772524809925
Ng00082	15.844982648739895
Ng00083	42.88891652623706
Ng00084	88.03361852908634
Ng00085	2.1872184098458978
Ng00086	11.486189710667647
Ng00087	33.615546033972294
Ng00088	64.91498047436261
Ng00089	0.0
Ng00090	10.170732229836995
Ng00091	0.672297665599288
Ng00092	31.995916567007892
Ng00093	6.381873548939333
Ng00094	1.1323657715072755
Ng00095	24.80642720613158
Ng00096	1.5658495434124042
Ng00097	35.2316147267791
Ng00098	224.48019054360228
Ng00099	10.021437077839387
Ng00100	15.353176581648086
Ng00101	11.424686631489761
Ng00102	63.32991486690168
Ng00103	25.18089753552631
Ng00104	84.59120733396735
Ng00105	126.69377769138413
Ng00106	12.794383154519238
Ng00107	19.356201704466343
Ng00108	23.241957244019034
Ng00109	36.263138291975515
Ng00110	11.940641380734823
Ng00111	18.32623910067851
Ng00112	5.002901505317635
Ng00113	8.61353884962635
Ng00114	24.255796726111253
Ng00115	54.319519644789246
Ng00116	6.799205097059172
Ng00117	4.907684283249267
Ng00118	7.535760765603132
Ng00119	94.28643596455328
Ng00120	0.5165689215381127
Ng00121	51.801060366976394
Ng00122	0.0
Ng00123	1.0706663544700201
Ng00124	141.74465056043098
Ng00125	18.834148192342884
Ng00126	80.58053487079017
Ng00127	49.71875759548223
Ng00128	77.80476818562126
Ng00129	3.0297367909746984
Ng00130	9.722289702381495
Ng00131	98.20506008609526
Ng00132	17.714035873065917
Ng00133	166.5549855593393
Ng00134	20.318377580499103
Ng00135	20.546521478836894
Ng00136	13.910147060476055
