	fluxes	reduced_costs
R11010__e_r_	0.0	-2.0
R08270__e_r_	0.0	-2.0
R00366__cytop	0.0	-2.0
R05988__golg	0.0	-2.0
R04171__cytop	0.0	-2.0
R05692__cytop	1.965710217714013e-05	-2.0
R02940__mito	0.0	-2.0
T_L_Histidine__chlomem	0.0	2.0
R07765__mito	0.0	-2.0
R04143__pero	0.0	-2.0
R01092__cytop	0.0	3.0000000000027285
R11098__mito	0.0	-2.0
R02569__mito	0.0005762779017278452	-2.0
R01658__cytop	0.0	-2.0
R03026__chlo	0.0	2.0
R01070__cytop	-0.10847959699637297	2.0
R04739__mito	0.0	-2.0
R02661__mito	0.0009998369633735247	-2.0
R00619__cytop	1.0396890185650262e-06	-2.0
T_Aminoimidazole_ribotide__chlomem	1.0396890185650262e-06	-2.0
TO1003193_PLAS__plas	0.0	-2.0
TR0000049_CHLO__chlomem	0.08853759635028854	-2.0
R03970__cytop	0.0	-2.0
T_CoA_V1__mitmem	0.0	-2.0
R04972__cytop	0.0	-2.0
EX_C01594__dra	0.0	1452.1756806025987
R09538__cytop	0.0	2231.7635209038817
R04420__pero	0.0	2.0
R01890__cytop	0.00012170088085886864	-2.0
R02988__cytop	0.0	-2.0
R04956__mito	0.0	59.0
R07602__mito	0.0	-2.0
R03658__cytop	0.0010051895299997738	-2.0
R10035__extr	0.0	-2.0
R01547__mito	0.0	-2.0
RXN_12753__mito	0.0	-2.0
T_Farnesyl_diphosphate_V1__ermem	0.0	-2.0
EX_C00221__dra	0.0	1458.1756806025987
R00430__mito	0.0	2.0
R01392__chlo	0.0	-2.0
R01108__chlo	0.043027889673776354	-36.0
R07895__pero	0.0	-2.0
R04738__pero	0.0	2.0
R03337__mito	5.121829769194619e-07	-2.0
T_L_Lysine_V1__mitmem	0.0	-2.0
R03479__cytop	0.0	-2.0
R05884__chlo	0.004209272077539981	-2.0
R04958__chlo	0.0	2.0
R04109__chlo	0.00790165112913378	-2.0
R01518__mito	-0.05242289891631476	2.0
R08190__cytop	0.0	-2.0
R03596__chlo	0.0	4.0
TO1100105_PLAS__plas	0.0	745.5878403012939
R01325__mito	0.0	-2.0
EX_C04233__dra	-0.0	-2.0
R02240__e_r_	0.0	2231.7635209038767
T_Ammonia_V5__nucmem	0.0	-2.0
R10074__mito	0.0	-2.0
R00483__cytop	0.0005833307979978757	-2.0
R01361__pero	0.0	2.0
R07763__mito	0.0	-2.0
R01890__nucl	0.0	-2.0
TI3000049_E_R___ermem	0.0	6694.290562711649
R00999__mito	0.0	-2.0
R07459__chlo	1.0396890185650262e-06	-2.0
R08192__mito	0.0	-2.0
R02473__mito	1.810077685328532e-06	-2.0
R04558__cytop	0.0005582651359645465	-2.0
T_ACATN__ermem	0.0	-2.0
R00245__cytop	0.0	2271.7635209038835
R01011__cytop	0.0	-2.0
R01333__cytop	1.926712716806764e-06	-1.9999999999990905
R02088__cytop	0.0	-2.0
R03457__cytop	0.0005582651359645465	-2.0
R04953__chlo	0.009692144211127593	-2.0
R03401__pero	0.0	-2.0
EX_C00062__dra	0.0	10062.063097551454
PKS_C184__cytop	0.00016356146123019531	-2.0
R05333__e_r_	0.0	-1.999999999992724
EX_C00392__dra	0.0	1430.1756806025987
R01234__cytop	0.0	2231.7635209038817
T_beta_Alanine__mitmem	1.810077685328532e-06	-2.0
R09418__e_r_	0.0	-2.0
R11644__e_r_	0.0	-2.0
R04867__cytop	9.221731339831621e-05	-2.0
R00026__chlo	0.0	0.0
R08162__chlo	0.0015742176720528888	-2.0
TR2000102_PLAS__chlomem	0.30482633736785303	-2.0
R07108__mito	0.0	-2.0
R01512__chlo	1.419515491846708	-2.0
TR0003387_PLAS__plas	0.0	2.0
R02814__chlo	0.000779915122331251	-2.0
TR0000047_PLAS__chlomem	-9.160080884737141e-06	2.0
R07394__nucl	0.0	0.0
R02975__cytop	0.0	-2.0
R12570__e_r_	0.0	-2.0
R00217__cytop	0.0	2905.1846945385073
T_Anthranilate__chlomem	0.0	2.0
R07939__e_r_	0.0	-2.0
R00548__extr	0.0	-2.0
R04944__cytop	0.0	-2.0
R07603__mito	0.0	-2.0
R07393__nucl	0.0	-2.0
TI3000720_PLAS__plas	0.0	4461.527041807763
R06962__chlo	0.0	-2.0
R12428__mito	0.0	-2.0
R04966__cytop	0.0	-2.0
R07893__mito	0.0	-2.0
R00031__cytop	0.0	-2.0
R03650__chlo	0.0	-2.0000000000013642
R02503__chlo	0.0	-2.0
R02499__e_r_	0.0	-2.0
R07604__mito	0.0	1142.117120401726
R00093__mito	0.0	-2.0
PKS_C205__cytop	0.0	-2.0
R10040__chlo	0.0	-2.0
R03361__cytop	0.0	-2.0
R08220__cytop	0.0	-2.0
R07236__chlo	0.0	-2.0
TO1100100_PLAS__plas	0.0	0.0
R01049__cytop	0.015497571352925777	-2.0000000000009095
TR0000532_PLAS__plas	0.09095441453533692	-2.0
R05590__cytop	0.0	-2.0
R04231__mito	1.810077685328532e-06	-1.999999999998181
R02722__chlo	0.00029377407762768066	-1.9999999999995453
TO1103193_PLAS__plas	0.0	0.0
R00418__cytop	0.0	2.0
R08163__chlo	0.004261712628337465	-2.0
R04208__cytop	0.006565491544078601	-2.0
R04780__cytop	0.0	2231.7635209038826
R00562__pero	0.0	-2.0
R08198__mito	-0.023046105041792157	2.0
TO1100314_PLAS__plas	0.0	0.0
R06963__chlo	0.0	-2.0
R02497__e_r_	0.0	-2.0
R02022__cytop	0.002853180634502939	-2.0
R03370__chlo	0.000779915122331251	-2.0
R02295__cytop	0.0	-1.9999999999997726
R06261__e_r_	0.0	-2.0
TO1001605_PLAS__plas	0.0	-2.0
R00647__cytop	0.0	-2.0
R02610__e_r_	0.0	-2.0
R01664__cytop	0.0	-2.0
R05454__cytop	0.0	-2.0
R03186__mito	0.0	-2.0
R01186__golg	0.0	-2.0
R07069__e_r_	0.0	-2.0
R07674__chlo	0.0	2.0
R04673__chlo	0.0	-2.0
R01920__cytop	0.0	-2.0
R04014__chlo	0.0	-2.0
R02057__e_r_	3.511391735236073e-05	-2.000000000001819
R00669__cytop	0.0	-2.0
R01175__mito	0.0	-2.0
R08551__e_r_	0.0	-2.0
R02003__chlo	0.0014012559965070961	-2.0
R01829__mito	0.0	-2.0
TI3000295_ERMEM__ermem	0.0	-2.0
R08161__chlo	0.0015742176720528888	-2.0
R03469__nucl	0.0	6.000000000003638
EX_C00954__dra	-0.0	-2.0
R02038__cytop	3.511391735236073e-05	-2.0
R00529__chlo	0.0	521.058560200865
TO1000448_PLAS__plas	0.0	-2.0
R00968__nucl	0.0	-2.0
R07109__mito	0.0	-2.0
R00402__cytop	0.008389126275377199	-20.00000000000159
R04952__chlo	0.009692144211127593	-2.0
R03077__cytop	0.0	-2.0
R01206__cytop	0.0	-2.0
R07024__cytop	0.0	-2.0
R02016__cytop	0.011462393786558674	-2.0
R07002__cytop	0.0	-2.0
R06260__e_r_	0.0	-2.0
EX_C20835__dra	-0.0	-2.0
R00590__chlo	0.0	-2.0
R12168__e_r_	0.0	-2.0
T_beta_D_Glucose__ermem	0.0	-2.0
R00529__cytop	0.0009347136725147474	-2.0
R01321__e_r_	0.00012170088085886864	-2.000000000005457
R01430__pero	0.0	-2.0
T_CO2_V2__mitmem	0.004997155796701763	-2.0
R03534__mito	0.023046105041792157	-14.0
R02102__cytop	0.0	-2.0
RXN_12754__mito	0.0	0.0
R03005__cytop	1.2595267986775793e-06	-2.0
R00974__cytop	0.0	-2.0
T_CDP_ethanolamine__ermem	3.511391735236073e-05	-2.0
R09833__cytop	0.0	-2.0
R04739__pero	0.0	-2.0
EX_C18870__dra	-0.0	-2.0
R03026__pero	0.0	2.0
R00650__cytop	0.0	4345.527041807763
R02739__cytop	0.0373266269433769	-1473.1756806025996
R01836__cytop	0.0	-2.0
R08232__cytop	0.0	-2.0
R08093__pero	0.0	-2.0
T_CIT__permem	0.0	-2.0
R02683__chlo	0.0	-2.0
TO1000107_PLAS__plas	0.0	-2.0
EX_C01327__dra	0.0	-2.0
R00287__cytop	0.0	2231.7635209038804
R01710__cytop	0.0	-2.0
R02613__cytop	0.0	-2.0
R10053__cytop	2.5107233126295918e-06	-2.0
R06262__e_r_	0.0	-2.0
R04968__chlo	0.00958086495918124	-2.0
R03660__mito	0.0	-2.0
T_NADth__chlomem	0.2758663921310971	-2.0
R00945__mito	-0.0011801978889835099	2.0
R07091__e_r_	0.0	-2.0
R03293__cytop	0.0	-2.0
TO0000182_PLAS__vacmem	0.0	-2.0
TO0000082_PLAS__ermem	0.0	-2.0
T_ASPSAth__chlomem	-0.0005091808511676734	2.0
R02662__mito	0.0009998369633735247	-2.0000000000015916
TO0000080_PLAS__ermem	0.0011399097943655676	-2.0
R01001__cytop	0.0	5919.5360557436825
R05577__chlo	0.0	-2.0
R00235__cytop	0.0	2164.7635209038726
R04963__mito	0.0	-2.0
EX_C00001__dra	-0.3965624298983724	2.0
R00485__cytop	0.0	2168.763520903882
R01512__cytop	-0.07313610142112	2.0
T_Hydrogen__plas	0.023698116590044966	-2.0
R01251__cytop	0.0014262148318769782	-2.0
R00746__cytop	-0.0342460232257751	36.0
R03024__cytop	0.0	-2.0
R01085__mito	0.0	-2.0
R04469__chlo	0.00010587273741845324	-2.0
R07024__e_r_	0.0	-2.0
R07999__cytop	0.0	-2.0
R09281__pero	0.0	-2.0
R10707__chlo	0.009692144211127593	-2.0
EX_C07086__dra	-0.0	-2.0
R09955__e_r_	0.0	-2.0
EX_C00123__dra	0.0	1609.175680602595
R12461__cytop	9.221731339831621e-05	-2.000000000001819
EX_C00099__dra	0.0	3410.2432547393723
T_ACCOAtm__mitmem	-0.011874639480717633	69.0
R07672__cytop	0.0	0.0
R10116__cytop	0.0	-2.0
R06875__nucl	0.0	-2.0
R01385__cytop	0.0	2.0
R04671__e_r_	0.0	-2.0
R02472__mito	1.810077685328532e-06	-2.0
R10710__cytop	0.0	-2.0
T_NADPH__ermem	0.028838812574145188	-2.0
R07316__mito	0.0	-2.0
R11059__e_r_	0.0006883018461830643	-2.0
EX_C18021__dra	-0.0	-2.0
R00927__pero	0.0	-2.0
R00214__mito	0.020069344146205825	-2.0
R11100__chlo	0.0	-2.0
R02142__mito	0.0	-2.0
R03348__cytop	1.2595267986775793e-06	-1.999999999998181
R05636__chlo	0.005611567763065642	-2.0
R09845__e_r_	0.0	-2.0
R09844__cytop	0.0	-2.0
R00390__e_r_	0.0027309543110950857	-1.999999999992724
R01195__chlo	2.149181632494542	-2.0
T_Acetate__chlomem	0.02460371278221433	-2.0
EX_C00681__dra	-0.0	-2.0
R03778__pero	0.0	2.0
TR0000243_PLAS__chlomem	0.1787006249647906	-2.0
R03509__chlo	0.00029377407762768066	-2.0
R07113__e_r_	0.0	-2.0
R09138__cytop	0.0	74.0
R00589__cytop	0.0	2.0
R00369__pero	0.0	-2.0
TO1001257_PLAS__plas	0.0	-2.0
R09405__e_r_	0.0	-2.0
R00578__cytop	0.0	2229.7635209038813
T_CMP_V1__mitmem	0.0	-2.0
R00851__chlo	0.0	-2.0
R01061__cytop	0.07313610142112	-2.000000000001819
R02527__pero	0.0	-2.0
R01799__e_r_	3.174013195964033e-05	-2.0
TZ2900025_PLAS__plas	0.0	-2.0
R06516__e_r_	0.0	-2.0000000000004547
R01334__chlo	0.003846359101701192	-2.0
R02100__chlo	0.0	521.058560200865
R04957__cytop	0.0	1763.785760765808
T_5_Methylthioadenosine__mitmem	1.8099491563375471e-06	-2.0
R12184__mito	0.0	-2.0
R07492__e_r_	0.0	-2.0
TO1000084_PLAS__plas	0.0	-2.0
R03005__nucl	0.0	-2.0
EX_C00561__dra	-0.0	-2.0
R00900__cytop	0.0	-1.9999999999995453
R05286__mito	0.0	-2.0
R04959__chlo	0.009692144211127593	-2.0
R00694__cytop	0.0	-1.9999999999997726
R00026__extr	0.0	-2.0
R03260__cytop	0.0	1459.1756806025855
R00183__cytop	0.0	2174.7635209038854
T_CO2__plas	0.5291739457900938	-2.0
TR2000061_PLAS__chlomem	-0.18450336696506878	2.0
R00194__cytop	0.0	-2.0
R01868__mito	0.006368155115142512	-2.000000000001819
R07046__chlo	0.0	-2.0
R02251__e_r_	0.00045113472236395035	-2.0
T_SLC25A17_V4__permem	0.0	-2.0
R09877__cytop	0.0	-2.0
R02777__cytop	0.0	-2.0
R08179__cytop	0.0027205882208473655	-2.0
R07054__e_r_	0.0	-2.0
R01699__mito	0.0005762779017278452	-2.0
R00221__mito	0.0	6905.486509478745
R03013__cytop	0.0005582651359645465	-2.0
R09654__chlo	0.00020658302790066736	-2.0
R01334__pero	0.0	-2.0
R02247__cytop	0.0	-2.0
R06601__mito	0.0	2.0
R02352__cytop	0.0	-2.0
TO0000184_PLAS__vacmem	0.0	-2.0
R02527__chlo	0.0	-2.0
R05718__cytop	0.0	-2.0
R07894__pero	0.0	2.0
T__GlcNAc_2_Man_5_Asn_1_V1__plas	0.0	-2.0
R07933__e_r_	0.0	-2.0
R01714__chlo	0.001576691715312362	-2.0
R00713__mito	0.0064817284470733	-2.0
T_G00012_V1__golmem	0.0	-2.0
R06734__cytop	0.0	-2.0
R08235__cytop	0.0	-2.0
R01529__chlo	-0.19995846693299713	6.0
R06284__chlo	0.000986989123102023	-2.0
R00235__chlo	0.015956579478695887	-4.0
R01187__cytop	3.425085527226992e-05	-2.0
R03183__e_r_	0.0	2.0
EX_C00033__dra	-0.0	-2.0
R04544__chlo	0.00958086495918124	-2.0
PRISM_growth_room__extr	1.0	-9.370139926823704
TI3000031_PLAS__plas	0.0	2300.7635209038817
R02814__cytop	0.0	-2.0
R03276__mito	0.0	2.0
R07675__cytop	0.0	-2.0
R02735__chlo	0.0010051895299997738	-2.0
R00842__chlo	-5.111858731798738e-05	2.0
R12595__cytop	0.0	-2.0
EX_C00270__dra	-0.0	-2.0
R04867__nucl	0.0	-1.999999999996362
R02989__cytop	0.0	36.0
EX_C00965__dra	0.0	14559.756806025987
R07916__chlo	0.0	-2.0
RXN_21830__e_r_	0.0	-2.0
R00551__mito	0.0	-2.0
R00226__chlo	0.0	-2.0
R10508__chlo	0.0	-2.0
R00497__chlo	1.4388518416592297e-06	-2.0
R01411__cytop	0.0	-2.0
R12205__e_r_	0.0031666647587298034	-2.0
T_Oxygen_V1__chlomem	-1.2189172422927872	2.0
T_5_10_Methylenetetrahydrofolate__chlomem	0.0	-2.0
R02029__e_r_	0.0	-2.0
R03990__mito	0.0	-2.0
TI3000878_PLAS__plas	0.0	-2.0
R04537__chlo	0.009692144211127593	-2.0
T_UDPGA__chlomem	0.00038439203136620055	-2.0
R00328__cytop	0.0	2231.7635209038817
RXN_14484__e_r_	0.00033479700973283375	-2.0
R04946__cytop	0.0	1459.1756806025842
e_FreeFattyAcid__cytop	0.002762032518791837	-1.9999999999845386
R00089__cytop	0.0	-2.0
R10119__chlo	0.0	-2.0
TO1000154_PLAS__plas	0.0	-2.0
ATPm__cytop	0.0	2229.7635209038817
T_3_Methyl_2_oxobutanoic_acid__chlomem	0.0013670804629633843	-2.0
R05756__cytop	0.0	-2.0
R07045__e_r_	0.0	-2.0
R02412__chlo	0.001576691715312362	-2.0
R00045__cytop	0.0	-2.0
R02016__mito	0.006529561226982599	-2.0
R01007__cytop	0.0	-2.0
R04748__mito	0.0	-2.0
R10116__mito	1.8099491563375471e-06	-2.0
R04859__cytop	0.0	1455.1756806025842
R08240__cytop	0.0	-2.0
TO0000249_PLAS__vacmem	0.0	-2.0
R00996__chlo	0.0007824402671852113	-2.0
R02405__mito	0.0	-2.0
R03269__mito	1.810077685328532e-06	-2.0
EX_C00189__dra	-0.0	-2.0
R01025__mito	0.0	-2.0
R00895__mito	0.006529561226982599	-2.0
R01137__chlo	0.0	-2.0
R01184__cytop	2.5107233126295918e-06	-2.0
T_Superoxide__mitmem	-0.09095441453533692	2.0
R08279__cytop	0.0	-2.0
R00465__pero	0.0	-2.0
R01373__chlo	0.0	0.0
R04741__pero	0.0	-2.0
T_Ammonia_V1__chlomem	-0.05906295211467733	2.0
R03283__chlo	0.0	-2.0
R04954__cytop	0.00016356146123019531	-2.0
EX_C07447__dra	-0.0	-2.0
R06282__chlo	0.0	599.058560200865
R09823__mito	0.0	-2.0
R10548__cytop	0.0	-2.0
ATP_Synthase__mitmem	0.1917059377681001	-4.0
TI3000297_PLAS__plas	0.0	4461.527041807763
R07093__cytop	0.0	-2.0
R01830__cytop	0.013592742996296321	-2.0
R08980__e_r_	0.0	40.0
R00704__pero	0.0	2.0
TE_2__cytop	0.00016356146123019531	-2.0
R00156__cytop	0.010182750175693167	-2.0
R00802__cytop	0.0	-2.0
DM_photon298__cytop	0.03192034025198069	-2.0
R01602__cytop	0.0	-2.0
R09281__chlo	0.0	-2.0
R00575__cytop	0.0	2229.76352090388
R08381__cytop	0.0	-2.0
R04163__e_r_	0.0	-2.0
R01926__cytop	0.0	-2.0
R07460__chlo	1.0396890185650262e-06	-2.0
R08093__chlo	0.0	-2.0
R08601__cytop	0.0	-2.0
TO0000277_PLAS__vacmem	0.0	-2.0
R07052__e_r_	0.0	-2.0
R03956__cytop	0.0	-2.0
R06986__golg	0.0	-2.0
EX_C18060__dra	0.0	4354.527041807763
R01416__mito	0.0	-2.0
R01026__extr	0.0	2.0
R07505__e_r_	0.0	-2.0
R03662__cytop	0.001792529964665111	-1.9999999999995453
R01183__mito	0.0	-2.0
R07050__chlo	0.0	-2.0
EX_C00263__dra	0.0	3611.7725348398008
R00959__chlo	0.00038439203136620055	-2.0
R01728__cytop	0.0	86.0
R00734__chlo	5.886346268191289e-07	-2.0
R04241__mito	0.0	-2.0
R03869__chlo	0.0	-2.0
R00009__pero	0.07895665669957115	-2.0
R09977__chlo	0.0	-2.0
R03459__chlo	2.7067972887240382e-06	-2.0
TO1000128_PLAS__plas	0.0	-2.0
R09407__e_r_	0.0	-2.0
R01769__cytop	0.0	-2.0
R07034__cytop	0.0	-2.0
TO1100724_PLAS__plas	0.0	0.0
T_Octadecenoic_acid__chlomem	0.000779915122331251	-2.0
R10492__chlo	0.0	-2.0
R01496__e_r_	0.0	-2.000000000001819
R00586__cytop	0.005497098060353295	-2.0
R07003__cytop	0.0	-2.0
R01352__cytop	0.0	-2.0
EX_C18796__dra	-0.0	-2.0
TO0000311_PLAS__vacmem	0.0	-2.0
R10056__cytop	0.0	-1.3333333333348492
R04065__cytop	0.0	-2.0
R04743__pero	0.0	-2.0
R06893__mito	0.0	-2.0
T_all_trans_Nonaprenyl_diphosphate_V1__mitmem	5.121829769194619e-07	-2.0
R05861__cytop	0.0	-2.0
R05981__e_r_	0.0	-2.0
R02549__cytop	0.0	-2.0
R07064__cytop	0.0	43077.52235128463
R10709__chlo	5.886346268191289e-07	-2.0
Cytochrome_C_Reductase__mitmem	0.002001392293868048	-2.0
R04326__cytop	0.006565491544078601	-2.0
R00589__mito	0.0	-2.0
R09450__mito	0.0	-2.0
R05071__cytop	0.0	-2.0
R04740__mito	0.0	2.0
TI2903793_PLAS__mitmem	0.0	5.999999999996362
R03037__mito	0.0	-2.0
T_Methanol_V1__permem	1.8099491563375471e-06	-2.0
R04405__cytop	0.0	-2.0
R02023__cytop	0.0	123.99999999999636
R04330__mito	0.0	-2.0
R08766__mito	5.121829769194619e-07	-2.0
TO1100366_PLAS__plas	0.0	0.0
R02317__cytop	0.0	-2.0
R01993__cytop	-0.006368155115142512	2.0
R02065__chlo	0.00020658302790066736	-2.0
R08090__mito	0.0	-2.0
TO1100306_PLAS__plas	0.0	0.0
R02687__cytop	0.0	-2.0
R01015__cytop	0.10961610673020597	-2.0
R01055__mito	0.0	2.0
R00112__cytop	0.0	38.0
R10039__chlo	0.0	-2.0
R00189__cytop	1.2595267986775793e-06	-2.0
R00190__mito	0.0	-2.0
R02654__e_r_	0.0	-2.0
R02846__pero	0.0	-2.0
EX_C16834__dra	-0.0	-2.0
R07618__chlo	0.006217206725765983	-2.0
EX_C06697__dra	-0.0	-2.0
R08392__e_r_	0.0	-2.0
R04725__cytop	0.0	36.0
R07022__e_r_	0.0	-2.0
R07023__cytop	0.0	-2.0
R01229__mito	0.0	-2.0
R03697__e_r_	0.0	-2.0
R01301__mito	5.121829769194619e-07	-2.0
R04998__cytop	0.0	-2.0
R06896__chlo	0.000986989123102023	-2.0
R01249__cytop	0.0	-2.0
R04509__chlo	1.0396890185650262e-06	-2.0
R08280__chlo	0.0	-2.0
R03084__chlo	0.001576691715312362	-2.0
R08390__chlo	0.0	-2.0
R03956__chlo	0.0	-2.0
R01004__cytop	0.0	-2.0
R11893__cytop	0.0	-2.0
R02282__chlo	0.0016655096909320686	-2.0
R01837__e_r_	0.0	-2.0
R01795__cytop	0.0005089509620194267	-2.0
R07945__e_r_	0.0	-2.0
R00238__mito	0.0	-2.0
R03038__chlo	0.0	-2.0
R03103__cytop	0.0	4093.831095040666
R01132__mito	0.0	-2.0
R00922__mito	0.0	-2.0
R05064__pero	0.0	-2.0
R01288__cytop	0.0	2.0000000000002274
R09450_V1__mito	0.0	-2.0
R00238__cytop	0.0	2.0
R00533__mito	0.0	-2.0
R02747__cytop	0.0	-2.0
R01186__chlo	0.0	-2.0
T_SLC25A17_V1__permem	0.0	-2.0
TI3000278_PLAS__ermem	0.00012170088085886864	-2.0
R04724__chlo	0.0	2.0
R02216__e_r_	0.0	2.0
R09087__nucl	0.0	-2.000000000003638
R04960__chlo	0.009692144211127593	-2.0
EX_C05838__dra	-0.0	-2.0
R01676__cytop	0.0	22.000000000003638
T_Isopentenyl_diphosphate__ermem	0.0	-2.0
R06258__e_r_	0.0	-2.000000000003638
R01708__cytop	0.0	2.0000000000002274
R00261__cytop	0.0064817284470733	-2.0
R03363__nucl	0.0	-2.0
R09030__chlo	0.0	2.0
RXN_12867__cytop	0.0	-2.0
R05595__chlo	0.0	-2.0
R05066__pero	0.0	2.0
R03758__cytop	0.0	-2.0
R00497__pero	0.0	-2.0
R01310__cytop	0.0	19089.254567733224
R00256__chlo	0.0	2.0
R03665__cytop	0.001545631310888042	-2.0
R06868__cytop	0.00012170088085886864	-2.0
R08175__pero	0.0	-2.0
R04725__mito	0.0	59.0
R03991__pero	0.0	2.000000000003638
R07507__e_r_	0.0	-2.0
T_Glycolate_V1__mitmem	0.0	-2.0
R03158__cytop	0.0	-2.0
R02098__cytop	-0.0023938735574107407	2.0
R03194__chlo	0.0	-2.0
T_3_Fumarylpyruvate__mitmem	0.0	2.0
R03654__cytop	0.00205248736395018	-1.9999999999990905
R05334__cytop	0.0	-2.0
R04420__cytop	9.312286312293015e-05	-2.0
T_L_Alanine__chlomem	-1.0396890185650262e-06	2.0
R04568__cytop	0.0	-2.0
R07559__chlo	0.0001868454946958309	-2.0
R04944__mito	0.0	-2.0
TO0000063_PLAS__plas	0.0	-2.0
T__S__Dihydroorotate__mitmem	0.006368155115142512	-2.0
R00694__chlo	0.0	2.0
TO3000675_PLAS__plas	0.0	4461.527041807763
R04998__chlo	0.0	-2.0
R00586__chlo	0.0	525.0585602008637
R06917__cytop	0.0	-2.0
R07276__mito	0.0	-2.0
R11232__cytop	0.0	4095.831095040665
R01583__cytop	0.0	-2.0
T_Phosphatidylcholine__golmem	0.0	-2.0
R08738__cytop	0.0	-2.0
R01836__mito	0.0	2.0
R00702__chlo	0.0	-2.0
T_CoA_ATP__mitmem	0.0	0.0
R05802__cytop	0.0	2227.7635209038854
R04241__nucl	0.0	-2.0
R09409__chlo	0.0	-2.0
R02904__cytop	0.0	-2.0
R00200__mito	0.0	-1.999999999996362
R02147__cytop	0.0	-1.9999999999997726
T_3_Isopropylmalate__chlomem	-0.002246568638740644	2.0
RXN_19211_V1__chlo	0.0	-2.0
EX_C04015__dra	-0.0	-2.0
R03920__chlo	0.0	-2.0
R02433__mito	0.0	-2.0
R00511__cytop	0.0	-2.0
EX_C00047__dra	0.0	4104.831095040666
R09251__chlo	1.1008176037385908e-06	-2.0
R00087__chlo	0.0	519.058560200865
TO1125981_PLAS__plas	0.0	0.0
R00004__cytop	0.0	2233.7635209038826
R00640__mito	0.0	-2.0
R08183__cytop	0.0006883018461830643	-2.0
R10046__cytop	0.0	-2.0
R04441__mito	0.0	-2.0
R09367__cytop	0.0	22312.61494287431
R07116__cytop	0.0	-2.0
R04746__mito	0.0	2.0
PKS_C101__cytop	0.00016356146123019531	-1.999999999996362
R01801__chlo	5.1118587317982314e-05	-2.0
R00160__mito	0.0	-2.0
R07069__chlo	0.0	-2.0
R03223__chlo	0.0	-2.0
R03600__cytop	0.0	22262.614942874312
R01931__cytop	0.0	-2.0
R01214__mito	0.001001647041058852	-2.0
R01560__cytop	0.0	89.0
R00014__cytop	0.0	513.058560200865
R00794__cytop	0.08853759635028854	-2.0
R00308__cytop	0.0	7607.878403012808
R05237__chlo	0.0	-2.0
R03815__chlo	0.0	2.0
TR0000043_PLAS__golmem	0.0	-2.0
R09725__mito	1.8099491563375471e-06	-2.0
R01471__chlo	0.0	2.0
R00308__extr	0.0	-2.0
R04544__cytop	0.0	-2.0
R07504__chlo	0.0	-2.0
EX_C00013__dra	0.0	2.0
R10557__chlo	0.0	-2.0
R10118__mito	1.8099491563375471e-06	-2.0
R00253__cytop	0.014539893845144617	-2.0000000000002274
R08251__extr	0.0	2.0
R02540__cytop	0.0	-2.0
R04800__chlo	0.0	-1.999999999996362
R00967__cytop	0.0	123.99999999999636
RXN_10662__cytop	0.0	2615.7412810419773
R02018__cytop	0.0023938735574107407	-2.0
R02051__cytop	0.0	6699.290562711652
R03172__mito	0.0	-2.0
R09542_V1__chlo	4.462114910334845	-2.0
R02740__chlo	0.00038439203136620055	-2.0
PRISM_fluorescent_warm_18W__extr	1.0	-20.476640790546355
R05803__nucl	0.0	6.00000000001819
R07080__e_r_	0.0	-2.0
EX_C00282__dra	0.023698116590044966	-2.0
TO1000082_PLAS__plas	0.0	-2.0
R01813__cytop	0.0	112.0
R01163__chlo	0.0	0.0
R07168__cytop	0.002415798431654944	-2.0
R07487__e_r_	0.0	-2.0
R06171__mito	0.0	2.0
R08964__cytop	0.0	-1.999999999998181
R01321__golg	0.0	-1.999999999998181
R08678__cytop	0.0	-2.0
R01280__pero	0.0	-1.9999999999968168
R08392__chlo	0.0	-2.0
R06927__cytop	0.0	-2.0
R01579__cytop	0.0	-2.0
R07022__chlo	0.0	-2.0
R02241__chlo	0.0	-2.0
R02383__cytop	0.0	-2.0
R05976__e_r_	0.0	-2.0000000000009095
R07056__e_r_	0.0	-2.0
TR2000103_PLAS__chlomem	0.0	1960.2342408034465
R04030__pero	0.0	-2.000000000001819
R01895__cytop	0.0	-2.0
R01658__mito	0.0	-2.0
R06875__cytop	0.0	-2.0
R07459__cytop	0.0	-2.0
R00410__mito	0.0	2.0
R00926__cytop	0.0	1.0913936421275139e-11
R01829__cytop	0.0	-2.0
R10659__chlo	0.0	-2.0
R04621__cytop	1.926712716806764e-06	-2.0
R07641__cytop	0.005836251903617399	-2.0
EX_C00185__dra	0.0	2912.3513612051975
R00516__nucl	0.0	-2.0
TO1000065_PLAS__plas	0.0	-2.0
R03845_V1__chlo	0.0	-2.0
R00769__cytop	0.0	0.0
EX_C00152__dra	0.0	5510.0067756432545
R00961__golg	0.0	-2.0
R04964__cytop	0.0	-2.0
R02092__cytop	0.0	2231.7635209038817
R10991__chlo	0.0	-2.0
R02085__mito	0.0	1786.067574136774
R02102__e_r_	0.0	-2.0
R04834__e_r_	0.0	-2.0
R08689__chlo	0.0056105280740470775	-2.0
R01736__cytop	0.0	-2.0
R07001__chlo	0.0	-2.0
TO3000355_E_R___ermem	0.0	4461.527041807763
R06265__chlo	0.000986989123102023	-2.0
EX_C00079__dra	0.0	8465.524803515113
R04961__mito	0.0	-2.0
R02372__nucl	0.0	-2.0
TI2000703_PLAS__plas	0.0	-2.0
