-,fluxes,reduced_costs
T_L_Histidine__chlomem,0.0,0.0
R07765__mito,0.0,0.0
R04143__pero,0.0,0.0
R01092__cytop,0.0,0.0
R11098__mito,0.0,0.0
R02569__mito,0.0005763041831955895,0.0005763041831955895
R01658__cytop,0.0,0.0
R03026__chlo,0.0,0.0
R01070__cytop,-0.10847959876411747,-0.10847959876411747
R04739__mito,0.0,0.0
R02661__mito,0.000999836963373525,0.000999836963373525
R00619__cytop,1.039689072898568e-06,1.039689072898568e-06
T_Aminoimidazole_ribotide__chlomem,1.039689072898568e-06,1.039689072898568e-06
TO1003193_PLAS__plas,0.0,0.0
TR0000049_CHLO__chlomem,0.0885376197346527,0.0885376197346527
R03970__cytop,0.0,0.0
T_CoA_V1__mitmem,0.0,0.0
R04972__cytop,0.0,0.0
EX_C01594__dra,0.0,0.0
R09538__cytop,0.0,0.0
R04420__pero,0.0,0.0
R01890__cytop,0.00012170088721888571,0.00012170088721888571
R02988__cytop,0.0,0.0
R04956__mito,0.0,0.0
R07602__mito,0.0,0.0
R03658__cytop,0.0010051895825303927,0.0010051895825303927
R10035__extr,0.0,0.0
R01547__mito,0.0,0.0
RXN_12753__mito,0.0,0.0
T_Farnesyl_diphosphate_V1__ermem,0.0,0.0
EX_C00221__dra,0.0,0.0
R00430__mito,0.0,0.0
R01392__chlo,0.0,0.0
R01108__chlo,0.0430278896737764,0.0430278896737764
R07895__pero,0.0,0.0
R04738__pero,0.0,0.0
R03337__mito,5.121830036977981e-07,5.121830036977981e-07
T_L_Lysine_V1__mitmem,0.0,0.0
R03479__cytop,0.0,0.0
R05884__chlo,0.004209272297514181,0.004209272297514181
R04958__chlo,0.0,0.0
R04109__chlo,0.00790165154206946,0.00790165154206946
R01518__mito,-0.0524229256025629,-0.0524229256025629
R08190__cytop,0.0,0.0
R03596__chlo,0.0,0.0
TO1100105_PLAS__plas,0.0,0.0
R01325__mito,0.0,0.0
EX_C04233__dra,0.0,0.0
R02240__e_r_,0.0,0.0
T_Ammonia_V5__nucmem,0.0,0.0
R10074__mito,0.0,0.0
R00483__cytop,0.0005833308284824033,0.0005833308284824033
R01361__pero,0.0,0.0
R07763__mito,0.0,0.0
R01890__nucl,0.0,0.0
TI3000049_E_R___ermem,0.0,0.0
R00999__mito,0.0,0.0
R07459__chlo,1.039689072898568e-06,1.039689072898568e-06
R08192__mito,0.0,0.0
R02473__mito,1.8100777798872245e-06,1.8100777798872245e-06
R04558__cytop,0.0005582651651391571,0.0005582651651391571
T_ACATN__ermem,0.0,0.0
R00245__cytop,0.0,0.0
R01011__cytop,0.0,0.0
R01333__cytop,1.9267128175141836e-06,1.9267128175141836e-06
R02088__cytop,0.0,0.0
R03457__cytop,0.0005582651651391571,0.0005582651651391571
R04953__chlo,0.009692144242233676,0.009692144242233676
R03401__pero,0.0,0.0
EX_C00062__dra,0.0,0.0
PKS_C184__cytop,0.0001635619451775778,0.0001635619451775778
R05333__e_r_,0.0,0.0
EX_C00392__dra,0.0,0.0
R01234__cytop,0.0,0.0
T_beta_Alanine__mitmem,1.8100777798872245e-06,1.8100777798872245e-06
R09418__e_r_,0.0,0.0
R11644__e_r_,0.0,0.0
R04867__cytop,9.221757049881418e-05,9.221757049881418e-05
R00026__chlo,0.0,0.0
R08162__chlo,0.001574217754320592,0.001574217754320592
TR2000102_PLAS__chlomem,0.19521025980208181,0.19521025980208181
R07108__mito,0.0,0.0
R01512__chlo,1.4195156734334655,1.4195156734334655
TR0003387_PLAS__plas,0.0,0.0
R02814__chlo,0.0007799151630891633,0.0007799151630891633
TR0000047_PLAS__chlomem,-9.160081363438168e-06,-9.160081363438168e-06
R07394__nucl,0.0,0.0
R02975__cytop,0.0,0.0
R12570__e_r_,0.0,0.0
R00217__cytop,0.0,0.0
T_Anthranilate__chlomem,0.0,0.0
R07939__e_r_,0.0,0.0
R00548__extr,0.0,0.0
R04944__cytop,0.0,0.0
R07603__mito,0.0,0.0
R07393__nucl,0.0,0.0
TI3000720_PLAS__plas,0.0,0.0
R06962__chlo,0.0,0.0
R12428__mito,0.0,0.0
R04966__cytop,0.0,0.0
R07893__mito,0.0,0.0
R00031__cytop,0.0,0.0
R03650__chlo,0.0,0.0
R02503__chlo,0.0,0.0
R02499__e_r_,0.0,0.0
R07604__mito,0.0,0.0
R00093__mito,0.0,0.0
PKS_C205__cytop,0.0,0.0
R10040__chlo,0.0,0.0
R03361__cytop,0.0,0.0
R08220__cytop,0.0,0.0
R07236__chlo,0.0,0.0
TO1100100_PLAS__plas,0.0,0.0
R01049__cytop,0.015497572919663421,0.015497572919663421
TR0000532_PLAS__plas,0.09095445838939964,0.09095445838939964
R05590__cytop,0.0,0.0
R04231__mito,1.8100777798872245e-06,1.8100777798872245e-06
R02722__chlo,0.00029377409298014275,0.00029377409298014275
TO1103193_PLAS__plas,0.0,0.0
R00418__cytop,0.0,0.0
R08163__chlo,0.0042617123756523425,0.0042617123756523425
R04208__cytop,0.006565491887187104,0.006565491887187104
R04780__cytop,0.0,0.0
R00562__pero,0.0,0.0
R08198__mito,-0.0230461050417922,-0.0230461050417922
TO1100314_PLAS__plas,0.0,0.0
R06963__chlo,0.0,0.0
R02497__e_r_,0.0,0.0
R02022__cytop,0.0028531807836084952,0.0028531807836084952
R03370__chlo,0.0007799151630891633,0.0007799151630891633
R02295__cytop,0.0,0.0
R06261__e_r_,0.0,0.0
TO1001605_PLAS__plas,0.0,0.0
R00647__cytop,0.0,0.0
R02610__e_r_,0.0,0.0
R01664__cytop,0.0,0.0
R05454__cytop,0.0,0.0
R03186__mito,0.0,0.0
R01186__golg,0.0,0.0
R07069__e_r_,0.0,0.0
R07674__chlo,0.0,0.0
R04673__chlo,0.0,0.0
R01920__cytop,0.0,0.0
R04014__chlo,0.0,0.0
R02057__e_r_,3.511391918739358e-05,3.511391918739358e-05
R00669__cytop,0.0,0.0
R01175__mito,9.159426068173845e-18,9.159426068173845e-18
R08551__e_r_,0.0,0.0
R02003__chlo,0.0014012560697359352,0.0014012560697359352
R01829__mito,0.0,0.0
TI3000295_ERMEM__ermem,0.0,0.0
R08161__chlo,0.001574217754320592,0.001574217754320592
R03469__nucl,0.0,0.0
EX_C00954__dra,0.0,0.0
R02038__cytop,3.511391918739358e-05,3.511391918739358e-05
R00529__chlo,0.0,0.0
TO1000448_PLAS__plas,0.0,0.0
R00968__nucl,0.0,0.0
R07109__mito,0.0,0.0
R00402__cytop,0.0083891262753772,0.0083891262753772
R04952__chlo,0.009692144242233676,0.009692144242233676
R03077__cytop,0.0,0.0
R01206__cytop,0.0,0.0
R07024__cytop,0.0,0.0
R02016__cytop,0.0262676983340446,0.0262676983340446
R07002__cytop,0.0,0.0
R06260__e_r_,0.0,0.0
EX_C20835__dra,0.0,0.0
R00590__chlo,0.0,0.0
R12168__e_r_,0.0,0.0
T_beta_D_Glucose__ermem,0.0,0.0
R00529__cytop,0.0009347137213623041,0.0009347137213623041
R01321__e_r_,0.00012170088721888571,0.00012170088721888571
R01430__pero,0.0,0.0
T_CO2_V2__mitmem,0.00499709567970745,0.00499709567970745
R03534__mito,0.0230461050417922,0.0230461050417922
R02102__cytop,0.0,0.0
RXN_12754__mito,0.0,0.0
R03005__cytop,1.2595268644971465e-06,1.2595268644971465e-06
R00974__cytop,0.0,0.0
T_CDP_ethanolamine__ermem,3.511391918739358e-05,3.511391918739358e-05
R09833__cytop,0.0,0.0
R04739__pero,0.0,0.0
EX_C18870__dra,0.0,0.0
R03026__pero,0.0,0.0
R00650__cytop,0.0,0.0
R02739__cytop,0.0373266269433769,0.0373266269433769
R01836__cytop,0.0,0.0
R08232__cytop,0.0,0.0
R08093__pero,0.0,0.0
T_CIT__permem,0.0,0.0
R02683__chlo,0.0,0.0
TO1000107_PLAS__plas,0.0,0.0
EX_C01327__dra,0.0,0.0
R00287__cytop,0.0,0.0
R01710__cytop,0.0,0.0
R02613__cytop,0.0,0.0
R10053__cytop,2.5107234438385283e-06,2.5107234438385283e-06
R06262__e_r_,0.0,0.0
R04968__chlo,0.009580864984471934,0.009580864984471934
R03660__mito,0.0,0.0
T_NADth__chlomem,0.2758664215059581,0.2758664215059581
R00945__mito,-0.00118019788898351,-0.00118019788898351
R07091__e_r_,0.0,0.0
R03293__cytop,0.0,0.0
TO0000182_PLAS__vacmem,0.0,0.0
TO0000082_PLAS__ermem,0.0,0.0
T_ASPSAth__chlomem,-0.0005091808777771678,-0.0005091808777771678
R02662__mito,0.000999836963373525,0.000999836963373525
TO0000080_PLAS__ermem,0.0011399098539365937,0.0011399098539365937
R01001__cytop,0.0,0.0
R05577__chlo,0.0,0.0
R00235__cytop,0.0,0.0
R04963__mito,0.0,0.0
EX_C00001__dra,-0.3965624871044738,-0.3965624871044738
R00485__cytop,0.0,0.0
R01512__cytop,-0.0731361281073681,-0.0731361281073681
T_Hydrogen__plas,0.023698116590045,0.023698116590045
R01251__cytop,0.001426214906410134,0.001426214906410134
R00746__cytop,-0.0342460232257751,-0.0342460232257751
R03024__cytop,0.0,0.0
R01085__mito,0.0,0.0
R04469__chlo,0.00010587274295130076,0.00010587274295130076
R07024__e_r_,0.0,0.0
R07999__cytop,0.0,0.0
R09281__pero,0.0,0.0
R10707__chlo,0.009692144242233676,0.009692144242233676
EX_C07086__dra,0.0,0.0
R09955__e_r_,0.0,0.0
EX_C00123__dra,0.0,0.0
R12461__cytop,9.221757049881418e-05,9.221757049881418e-05
EX_C00099__dra,0.0,0.0
T_ACCOAtm__mitmem,-0.0118746394807176,-0.0118746394807176
R07672__cytop,0.0,0.0
R10116__cytop,0.0,0.0
R06875__nucl,0.0,0.0
R01385__cytop,0.0,0.0
R04671__e_r_,0.0,0.0
R02472__mito,1.8100777798872245e-06,1.8100777798872245e-06
R10710__cytop,0.0,0.0
T_NADPH__ermem,0.028838811228846295,0.028838811228846295
R07316__mito,0.0,0.0
R11059__e_r_,0.0006883014067535645,0.0006883014067535645
EX_C18021__dra,0.0,0.0
R00927__pero,0.0,0.0
R00214__mito,0.019761742194568412,0.019761742194568412
R11100__chlo,0.0,0.0
R02142__mito,0.0,0.0
R03348__cytop,1.2595268644971465e-06,1.2595268644971465e-06
R05636__chlo,0.005611568056323014,0.005611568056323014
R09845__e_r_,0.0,0.0
R09844__cytop,0.0,0.0
R00390__e_r_,0.0027309544538131753,0.0027309544538131753
R01195__chlo,2.1491818409975654,2.1491818409975654
T_Acetate__chlomem,0.024603714850903388,0.024603714850903388
EX_C00681__dra,0.0,0.0
R03778__pero,0.0,0.0
TR0000243_PLAS__chlomem,0.17870062471338635,0.17870062471338635
R03509__chlo,0.00029377409298014275,0.00029377409298014275
R07113__e_r_,0.0,0.0
R09138__cytop,0.0,0.0
R00589__cytop,0.0,0.0
R00369__pero,0.0,0.0
TO1001257_PLAS__plas,0.0,0.0
R09405__e_r_,0.0,0.0
R00578__cytop,0.0,0.0
T_CMP_V1__mitmem,0.0,0.0
R00851__chlo,0.0,0.0
R01061__cytop,0.0731361281073681,0.0731361281073681
R02527__pero,0.0,0.0
R01799__e_r_,3.174013361836112e-05,3.174013361836112e-05
TZ2900025_PLAS__plas,0.0,0.0
R06516__e_r_,0.0,0.0
R01334__chlo,0.00384635910170119,0.00384635910170119
R02100__chlo,0.0,0.0
R04957__cytop,6.938893903907228e-18,6.938893903907228e-18
T_5_Methylthioadenosine__mitmem,1.8099492509244348e-06,1.8099492509244348e-06
R12184__mito,0.0,0.0
R07492__e_r_,0.0,0.0
TO1000084_PLAS__plas,0.0,0.0
R03005__nucl,0.0,0.0
EX_C00561__dra,0.0,0.0
R00900__cytop,0.0,0.0
R05286__mito,0.0,0.0
R04959__chlo,0.009692144242233676,0.009692144242233676
R00694__cytop,0.0,0.0
R00026__extr,0.0,0.0
R03260__cytop,0.0,0.0
R00183__cytop,0.0,0.0
T_CO2__plas,0.5291739729092797,0.5291739729092797
TR2000061_PLAS__chlomem,-0.18450336680027435,-0.18450336680027435
R00194__cytop,0.0,0.0
R01868__mito,0.0063681554479385885,0.0063681554479385885
R07046__chlo,0.0,0.0
R02251__e_r_,0.0004511347459399879,0.0004511347459399879
T_SLC25A17_V4__permem,0.0,0.0
R09877__cytop,0.0,0.0
R02777__cytop,0.0,0.0
R08179__cytop,0.002720588363023729,0.002720588363023729
R07054__e_r_,0.0,0.0
R01699__mito,0.0005763041831955895,0.0005763041831955895
R00221__mito,0.0,0.0
R03013__cytop,0.0005582651651391571,0.0005582651651391571
R09654__chlo,0.0002065830386965806,0.0002065830386965806
R01334__pero,0.0,0.0
R02247__cytop,0.0,0.0
R06601__mito,0.0,0.0
R02352__cytop,0.0,0.0
TO0000184_PLAS__vacmem,0.0,0.0
R02527__chlo,0.0,0.0
R05718__cytop,0.0,0.0
R07894__pero,0.0,0.0
T__GlcNAc_2_Man_5_Asn_1_V1__plas,0.0,0.0
R07933__e_r_,0.0,0.0
R01714__chlo,0.0015766917977093787,0.0015766917977093787
R00713__mito,0.006481728042671268,0.006481728042671268
T_G00012_V1__golmem,0.0,0.0
R06734__cytop,0.0,0.0
R08235__cytop,0.0,0.0
R01529__chlo,-0.199958466932997,-0.199958466932997
R06284__chlo,0.0009869891746814988,0.0009869891746814988
R00235__chlo,0.0159565794786959,0.0159565794786959
R01187__cytop,3.425085706219855e-05,3.425085706219855e-05
R03183__e_r_,0.0,0.0
EX_C00033__dra,0.0,0.0
R04544__chlo,0.009580864984471934,0.009580864984471934
PRISM_growth_room__extr,1.0,1.0
TI3000031_PLAS__plas,0.0,0.0
R02814__cytop,0.0,0.0
R03276__mito,0.0,0.0
R07675__cytop,0.0,0.0
R02735__chlo,0.0010051895825303927,0.0010051895825303927
R00842__chlo,-5.111858998940988e-05,-5.111858998940988e-05
R12595__cytop,0.0,0.0
EX_C00270__dra,0.0,0.0
R04867__nucl,0.0,0.0
R02989__cytop,0.0,0.0
EX_C00965__dra,0.0,0.0
R07916__chlo,0.0,0.0
RXN_21830__e_r_,0.0,0.0
R00551__mito,0.0,0.0
R00226__chlo,0.0,0.0
R10508__chlo,0.0,0.0
R00497__chlo,1.4388519168527879e-06,1.4388519168527879e-06
R01411__cytop,0.0,0.0
R12205__e_r_,0.0031666649242178685,0.0031666649242178685
T_Oxygen_V1__chlomem,-1.2189173815191332,-1.2189173815191332
T_5_10_Methylenetetrahydrofolate__chlomem,0.0,0.0
R02029__e_r_,0.0,0.0
R03990__mito,0.0,0.0
TI3000878_PLAS__plas,0.0,0.0
R04537__chlo,0.009692144242233676,0.009692144242233676
T_UDPGA__chlomem,0.00038439205145430393,0.00038439205145430393
R00328__cytop,0.0,0.0
RXN_14484__e_r_,0.00033479702722913145,0.00033479702722913145
R04946__cytop,0.0,0.0
e_FreeFattyAcid__cytop,0.0027620326631340557,0.0027620326631340557
R00089__cytop,0.0,0.0
R10119__chlo,0.0,0.0
TO1000154_PLAS__plas,0.0,0.0
ATPm__cytop,0.0,0.0
T_3_Methyl_2_oxobutanoic_acid__chlomem,0.0013670805438317354,0.0013670805438317354
R05756__cytop,0.0,0.0
R07045__e_r_,0.0,0.0
R02412__chlo,0.0015766917977093787,0.0015766917977093787
R00045__cytop,0.0,0.0
R02016__mito,0.006529561226793458,0.006529561226793458
R01007__cytop,0.0,0.0
R04748__mito,9.159426068173845e-18,9.159426068173845e-18
R10116__mito,1.8099492509244348e-06,1.8099492509244348e-06
R04859__cytop,0.0,0.0
R08240__cytop,0.0,0.0
TO0000249_PLAS__vacmem,0.0,0.0
R00996__chlo,0.0007824403080750836,0.0007824403080750836
R02405__mito,0.0,0.0
R03269__mito,1.8100777798872245e-06,1.8100777798872245e-06
EX_C00189__dra,0.0,0.0
R01025__mito,0.0,0.0
R00895__mito,0.006529561226793458,0.006529561226793458
R01137__chlo,0.0,0.0
R01184__cytop,2.5107234438385283e-06,2.5107234438385283e-06
T_Superoxide__mitmem,-0.09095445838939964,-0.09095445838939964
R08279__cytop,0.0,0.0
R00465__pero,0.0,0.0
R01373__chlo,0.0,0.0
R04741__pero,0.0,0.0
T_Ammonia_V1__chlomem,-0.0590629730491314,-0.0590629730491314
R03283__chlo,0.0,0.0
R04954__cytop,0.0001635619451775868,0.0001635619451775868
EX_C07447__dra,0.0,0.0
R06282__chlo,0.0,0.0
R09823__mito,0.0,0.0
R10548__cytop,0.0,0.0
ATP_Synthase__mitmem,0.1917059377681,0.1917059377681
TI3000297_PLAS__plas,0.0,0.0
R07093__cytop,0.0,0.0
R01830__cytop,0.0135927437066449,0.0135927437066449
R08980__e_r_,0.0,0.0
R00704__pero,0.0,0.0
TE_2__cytop,0.0001635619451775778,0.0001635619451775778
R00156__cytop,0.010182750707837756,0.010182750707837756
R00802__cytop,0.0,0.0
DM_photon298__cytop,0.03192034295716256,0.03192034295716256
R01602__cytop,0.0,0.0
R09281__chlo,0.0,0.0
R00575__cytop,0.0,0.0
R08381__cytop,0.0,0.0
R04163__e_r_,0.0,0.0
R01926__cytop,0.0,0.0
R07460__chlo,1.039689072898568e-06,1.039689072898568e-06
R08093__chlo,0.0,0.0
R08601__cytop,0.0,0.0
TO0000277_PLAS__vacmem,0.0,0.0
R07052__e_r_,0.0,0.0
R03956__cytop,0.0,0.0
R06986__golg,0.0,0.0
EX_C18060__dra,0.0,0.0
R01416__mito,0.0,0.0
R01026__extr,0.0,0.0
R07505__e_r_,0.0,0.0
R03662__cytop,0.001792530058341682,0.001792530058341682
R01183__mito,0.0,0.0
R07050__chlo,0.0,0.0
EX_C00263__dra,0.0,0.0
R00959__chlo,0.00038439205145430393,0.00038439205145430393
R01728__cytop,0.0,0.0
R00734__chlo,5.886346575772065e-07,5.886346575772065e-07
R04241__mito,0.0,0.0
R03869__chlo,0.0,0.0
R00009__pero,0.07895671331581314,0.07895671331581314
R09977__chlo,0.0,0.0
R03459__chlo,2.7067974301798665e-06,2.7067974301798665e-06
TO1000128_PLAS__plas,0.0,0.0
R09407__e_r_,0.0,0.0
R01769__cytop,0.0,0.0
R07034__cytop,0.0,0.0
TO1100724_PLAS__plas,0.0,0.0
T_Octadecenoic_acid__chlomem,0.0007799151630891633,0.0007799151630891633
R10492__chlo,0.0,0.0
R01496__e_r_,0.0,0.0
R00586__cytop,0.005497093448468798,0.005497093448468798
R07003__cytop,0.0,0.0
R01352__cytop,0.0,0.0
EX_C18796__dra,0.0,0.0
TO0000311_PLAS__vacmem,0.0,0.0
R10056__cytop,0.0,0.0
R04065__cytop,0.0,0.0
R04743__pero,0.0,0.0
R06893__mito,0.0,0.0
T_all_trans_Nonaprenyl_diphosphate_V1__mitmem,5.121830036977981e-07,5.121830036977981e-07
R05861__cytop,0.0,0.0
R05981__e_r_,0.0,0.0
R02549__cytop,0.0,0.0
R07064__cytop,0.0,0.0
R10709__chlo,5.886346575772065e-07,5.886346575772065e-07
Cytochrome_C_Reductase__mitmem,0.002001392293868048,0.002001392293868048
R04326__cytop,0.006565491887187104,0.006565491887187104
R00589__mito,0.0,0.0
R09450__mito,0.0,0.0
R05071__cytop,0.0,0.0
R04740__mito,0.0,0.0
TI2903793_PLAS__mitmem,0.0,0.0
R03037__mito,0.0,0.0
T_Methanol_V1__permem,1.8099492509244348e-06,1.8099492509244348e-06
R04405__cytop,0.0,0.0
R02023__cytop,0.0,0.0
R04330__mito,0.0,0.0
R08766__mito,5.121830036977981e-07,5.121830036977981e-07
TO1100366_PLAS__plas,0.0,0.0
R02317__cytop,0.0,0.0
R01993__cytop,-0.0063681554479385885,-0.0063681554479385885
R02065__chlo,0.0002065830386965806,0.0002065830386965806
R08090__mito,0.0,0.0
TO1100306_PLAS__plas,0.0,0.0
R02687__cytop,0.0,0.0
R01015__cytop,0.0,0.0
R01055__mito,0.0,0.0
R00112__cytop,0.0,0.0
R10039__chlo,0.0,0.0
R00189__cytop,1.2595268644971465e-06,1.2595268644971465e-06
R00190__mito,0.0,0.0
R02654__e_r_,0.0,0.0
R02846__pero,0.0,0.0
EX_C16834__dra,0.0,0.0
R07618__chlo,0.006217205706491305,0.006217205706491305
EX_C06697__dra,0.0,0.0
R08392__e_r_,0.0,0.0
R04725__cytop,0.0,0.0
R07022__e_r_,0.0,0.0
R07023__cytop,0.0,0.0
R01229__mito,0.0,0.0
R03697__e_r_,0.0,0.0
R01301__mito,5.121830036977981e-07,5.121830036977981e-07
R04998__cytop,0.0,0.0
R06896__chlo,0.0009869891746814988,0.0009869891746814988
R01249__cytop,0.0,0.0
R04509__chlo,1.039689072898568e-06,1.039689072898568e-06
R08280__chlo,0.0,0.0
R03084__chlo,0.0015766917977093787,0.0015766917977093787
R08390__chlo,0.0,0.0
R03956__chlo,0.0,0.0
R01004__cytop,0.0,0.0
R11893__cytop,0.0,0.0
R02282__chlo,0.0016655097779706344,0.0016655097779706344
R01837__e_r_,0.0,0.0
R01795__cytop,0.0005089509886169156,0.0005089509886169156
R07945__e_r_,0.0,0.0
R00238__mito,-9.159426068173845e-18,-9.159426068173845e-18
R03038__chlo,0.0,0.0
R03103__cytop,0.0,0.0
R01132__mito,0.0,0.0
R00922__mito,0.0,0.0
R05064__pero,0.0,0.0
R01288__cytop,0.0,0.0
R09450_V1__mito,0.0,0.0
R00238__cytop,0.0,0.0
R00533__mito,0.0,0.0
R02747__cytop,0.0,0.0
R01186__chlo,0.0,0.0
T_SLC25A17_V1__permem,0.0,0.0
TI3000278_PLAS__ermem,0.00012170088721888571,0.00012170088721888571
R04724__chlo,0.0,0.0
R02216__e_r_,0.0,0.0
R09087__nucl,0.0,0.0
R04960__chlo,0.009692144242233676,0.009692144242233676
EX_C05838__dra,0.0,0.0
R01676__cytop,0.0,0.0
T_Isopentenyl_diphosphate__ermem,0.0,0.0
R06258__e_r_,0.0,0.0
R01708__cytop,0.0,0.0
R00261__cytop,0.006481728042671268,0.006481728042671268
R03363__nucl,0.0,0.0
R09030__chlo,0.0,0.0
RXN_12867__cytop,0.0,0.0
R05595__chlo,0.0,0.0
R05066__pero,0.0,0.0
R03758__cytop,0.0,0.0
R00497__pero,0.0,0.0
R01310__cytop,0.0,0.0
R00256__chlo,0.0,0.0
R03665__cytop,0.0015456313916618336,0.0015456313916618336
R06868__cytop,0.00012170088721888571,0.00012170088721888571
R08175__pero,0.0,0.0
R04725__mito,0.0,0.0
R03991__pero,0.0,0.0
R07507__e_r_,0.0,0.0
T_Glycolate_V1__mitmem,0.0,0.0
R03158__cytop,0.0,0.0
R02098__cytop,-0.0023938736825131774,-0.0023938736825131774
R03194__chlo,0.0,0.0
T_3_Fumarylpyruvate__mitmem,0.0,0.0
R03654__cytop,0.002052487471211973,0.002052487471211973
R05334__cytop,0.0,0.0
R04420__cytop,9.312286798947667e-05,9.312286798947667e-05
T_L_Alanine__chlomem,-1.039689072898568e-06,-1.039689072898568e-06
R04568__cytop,0.0,0.0
R07559__chlo,0.00018684550446027216,0.00018684550446027216
R04944__mito,0.0,0.0
TO0000063_PLAS__plas,0.0,0.0
T__S__Dihydroorotate__mitmem,0.0063681554479385885,0.0063681554479385885
R00694__chlo,0.0,0.0
TO3000675_PLAS__plas,0.0,0.0
R04998__chlo,0.0,0.0
R00586__chlo,0.0,0.0
R06917__cytop,0.0,0.0
R07276__mito,0.0,0.0
R11232__cytop,0.0,0.0
R01583__cytop,0.0,0.0
T_Phosphatidylcholine__golmem,0.0,0.0
R08738__cytop,0.0,0.0
R01836__mito,0.0,0.0
R00702__chlo,0.0,0.0
T_CoA_ATP__mitmem,0.0,0.0
R05802__cytop,0.0,0.0
R04241__nucl,0.0,0.0
R09409__chlo,0.0,0.0
R02904__cytop,0.0,0.0
R00200__mito,0.0,0.0
R02147__cytop,0.0,0.0
T_3_Isopropylmalate__chlomem,-0.0022465687561450116,-0.0022465687561450116
RXN_19211_V1__chlo,0.0,0.0
EX_C04015__dra,0.0,0.0
R03920__chlo,0.0,0.0
R02433__mito,0.0,0.0
R00511__cytop,0.0,0.0
EX_C00047__dra,0.0,0.0
R09251__chlo,1.1008176612750046e-06,1.1008176612750046e-06
R00087__chlo,0.0,0.0
TO1125981_PLAS__plas,0.0,0.0
R00004__cytop,0.0,0.0
R00640__mito,0.0,0.0
R08183__cytop,0.0006883014067535645,0.0006883014067535645
R10046__cytop,0.0,0.0
R04441__mito,0.0,0.0
R09367__cytop,0.0,0.0
R07116__cytop,0.0,0.0
R04746__mito,0.0,0.0
PKS_C101__cytop,0.0001635619451775778,0.0001635619451775778
R01801__chlo,5.111858998940988e-05,5.111858998940988e-05
R00160__mito,0.0,0.0
R07069__chlo,0.0,0.0
R03223__chlo,0.0,0.0
R03600__cytop,0.0,0.0
R01931__cytop,0.0,0.0
R01214__mito,0.0010016470411534119,0.0010016470411534119
R01560__cytop,0.0,0.0
R00014__cytop,0.0,0.0
R00794__cytop,0.0885376197346527,0.0885376197346527
R00308__cytop,0.0,0.0
R05237__chlo,0.0,0.0
R03815__chlo,0.0,0.0
TR0000043_PLAS__golmem,0.0,0.0
R09725__mito,1.8099492509244348e-06,1.8099492509244348e-06
R01471__chlo,0.0,0.0
R00308__extr,0.0,0.0
R04544__cytop,0.0,0.0
R07504__chlo,0.0,0.0
EX_C00013__dra,0.0,0.0
R10557__chlo,0.0,0.0
R10118__mito,1.8099492509244348e-06,1.8099492509244348e-06
R00253__cytop,0.014539894604990498,0.014539894604990498
R08251__extr,0.0,0.0
R02540__cytop,0.0,0.0
R04800__chlo,0.0,0.0
R00967__cytop,0.0,0.0
RXN_10662__cytop,0.0,0.0
R02018__cytop,0.0023938736825131774,0.0023938736825131774
R02051__cytop,0.0,0.0
R03172__mito,0.0,0.0
R09542_V1__chlo,4.462115382759502,4.462115382759502
R02740__chlo,0.00038439205145430393,0.00038439205145430393
PRISM_fluorescent_warm_18W__extr,1.0,1.0
R05803__nucl,0.0,0.0
R07080__e_r_,0.0,0.0
EX_C00282__dra,0.023698116590045,0.023698116590045
TO1000082_PLAS__plas,0.0,0.0
R01813__cytop,0.0,0.0
R01163__chlo,0.0,0.0
R07168__cytop,0.002415799314747018,0.002415799314747018
R07487__e_r_,0.0,0.0
R06171__mito,0.0,0.0
R08964__cytop,0.0,0.0
R01321__golg,0.0,0.0
R08678__cytop,0.0,0.0
R01280__pero,0.0,0.0
R08392__chlo,0.0,0.0
R06927__cytop,0.0,0.0
R01579__cytop,0.0,0.0
R07022__chlo,0.0,0.0
R02241__chlo,0.0,0.0
R02383__cytop,0.0,0.0
R05976__e_r_,0.0,0.0
R07056__e_r_,0.0,0.0
TR2000103_PLAS__chlomem,0.0,0.0
R04030__pero,0.0,0.0
R01895__cytop,0.0,0.0
R01658__mito,0.0,0.0
R06875__cytop,0.0,0.0
R07459__cytop,0.0,0.0
R00410__mito,0.0,0.0
R00926__cytop,0.0,0.0
R01829__cytop,0.0,0.0
R10659__chlo,0.0,0.0
R04621__cytop,1.9267128175141836e-06,1.9267128175141836e-06
R07641__cytop,0.005836252323452042,0.005836252323452042
EX_C00185__dra,0.0,0.0
R00516__nucl,0.0,0.0
TO1000065_PLAS__plas,0.0,0.0
R03845_V1__chlo,0.0009869891746814988,0.0009869891746814988
R00769__cytop,0.0,0.0
EX_C00152__dra,0.0,0.0
R00961__golg,0.0,0.0
R04964__cytop,0.0,0.0
R02092__cytop,0.0,0.0
R10991__chlo,0.0,0.0
R02085__mito,0.0,0.0
R02102__e_r_,0.0,0.0
R04834__e_r_,0.0,0.0
R08689__chlo,0.005610528367250116,0.005610528367250116
R01736__cytop,0.0,0.0
R07001__chlo,0.0,0.0
TO3000355_E_R___ermem,0.0,0.0
R06265__chlo,0.0009869891746814988,0.0009869891746814988
EX_C00079__dra,0.0,0.0
R04961__mito,0.0,0.0
R02372__nucl,0.0,0.0
TI2000703_PLAS__plas,0.0,0.0
RXN_16380__cytop,0.0,0.0
R04470__chlo,0.0,0.0
