Geneid	tpm
Ng00001	0.0
Ng00002	0.0
Ng00003	0.0
Ng00004	0.18404446621161588
Ng00005	0.24308828819206654
Ng00006	11.991141429065205
Ng00007	0.051672170160198434
Ng00008	23.967127675853526
Ng00009	27.929958566469367
Ng00010	187.5862141203092
Ng00011	57.210519853350426
Ng00012	62.17435782029323
Ng00013	0.9261592493229703
Ng00014	37.62150449929409
Ng00015	444.43426583008545
Ng00016	51.97448590899285
Ng00017	6.292049758735938
Ng00018	28.231667758331913
Ng00019	59.35344527825991
Ng00020	1.5891381822996622
Ng00021	63.840501763979915
Ng00022	84.96252743992976
Ng00023	59.77706748657593
Ng00024	10.218302134457424
Ng00025	13.319129937074962
Ng00026	125.83465238262325
Ng00027	37.346121631370465
Ng00028	58.974113518910166
Ng00029	83.54866049584491
Ng00030	194.5569363179881
Ng00031	135.41713617099447
Ng00032	388.4440767593816
Ng00033	133.65710864767416
Ng00034	274.8189122995005
Ng00035	0.6316406080382657
Ng00036	46.650594307831376
Ng00037	19.14819593556739
Ng00038	0.3946206268369212
Ng00039	26.46902053955836
Ng00040	4.884846874033306
Ng00041	16.748885337620564
Ng00042	5.043660217971167
Ng00043	0.0
Ng00044	181.01161988492717
Ng00045	91.20453715343527
Ng00046	15.96175271769217
Ng00047	23.874269447461764
Ng00048	24.768971424081187
Ng00049	306.9919003792354
Ng00050	0.5738014244533663
Ng00051	94.90310414097664
Ng00052	0.0
Ng00053	0.26674012163778116
Ng00054	51.22680526500815
Ng00055	78.07072255490885
Ng00056	163.2149461786378
Ng00057	32.26651997211604
Ng00058	168.69160376746098
Ng00059	20.491008673497472
Ng00060	38.581152755812745
Ng00061	124.67478881951878
Ng00062	41.825449427268204
Ng00063	87.23813669803249
Ng00064	0.05100457106252146
Ng00065	0.7762437247661271
Ng00066	10.833892531338151
Ng00067	1.3474805406720383
Ng00068	7.3824340362020635
Ng00069	0.0
Ng00070	2.3822652242822526
Ng00071	0.0
Ng00072	85.92902593580509
Ng00073	51.828697552847466
Ng00074	0.3289794833532634
Ng00075	130.52608515579476
Ng00076	51.26714609681113
Ng00077	14.179432162251414
Ng00078	1.5248115272570613
Ng00079	15.92742132820068
Ng00080	14.555567069227122
Ng00081	26.79071096699464
Ng00082	40.6124158915774
Ng00083	23.26261463817464
Ng00084	116.68775044905807
Ng00085	25.84838797775641
Ng00086	32.28565213602531
Ng00087	92.12463324059682
Ng00088	117.6725240963825
Ng00089	3.4116390866264354
Ng00090	13.83919279134119
Ng00091	1.7255904975888154
Ng00092	57.62911391086217
Ng00093	16.24154700287549
Ng00094	8.949357131898099
Ng00095	70.92679641550762
Ng00096	3.4954070106284236
Ng00097	106.55851077989298
Ng00098	271.21068607643036
Ng00099	3.2192992299569347
Ng00100	93.54609501228276
Ng00101	17.24390600476213
Ng00102	202.98327854577914
Ng00103	58.960545515004846
Ng00104	239.23388029449313
Ng00105	229.47522547365804
Ng00106	38.96274149341854
Ng00107	12.103962123374785
Ng00108	69.45122426346673
Ng00109	58.69740122056629
Ng00110	57.28813492315222
Ng00111	60.44998006616215
Ng00112	3.0331805719466254
Ng00113	27.050381078863886
Ng00114	48.9526984852282
Ng00115	163.3513375993389
Ng00116	7.4238732969099255
Ng00117	3.829193012407303
Ng00118	23.27225234091604
Ng00119	147.89021757590854
Ng00120	0.9157160876843414
Ng00121	60.86896337043281
Ng00122	0.0
Ng00123	6.421426453914661
Ng00124	94.23547440146183
Ng00125	55.90486878299207
Ng00126	183.6108349131642
Ng00127	50.09286435477888
Ng00128	26.6692951393795
Ng00129	2.065685128032119
Ng00130	11.666496305184387
Ng00131	117.7647609206682
Ng00132	25.13094199163372
Ng00133	65.48325958064095
Ng00134	23.554252699880557
Ng00135	58.370842883033625
